ev fond sig
687.0 727.802037845706 782.36296821516
688.0 726.7441860465116 781.3517854785605
689.0 725.6894049346879 780.4582109842917
690.0 724.6376811594203 779.9016324696224
691.0 723.589001447178 780.2033607461904
692.0 722.543352601156 782.4218211280775
693.0 721.5007215007215 788.3537386538595
694.0 720.4610951008646 800.440242305637
695.0 719.4244604316547 821.0445112010835
696.0 718.3908045977012 851.0007199526758
697.0 717.3601147776184 887.9531530501501
698.0 716.3323782234957 925.6479983009851
699.0 715.307582260372 955.2798980682115
700.0 714.2857142857143 968.8311688311688
701.0 713.2667617689016 962.7342528362493
702.0 712.2507122507122 939.566875052062
703.0 711.2375533428165 906.6556640566968
704.0 710.2272727272727 872.5672811930934
705.0 709.2198581560284 843.7278833056163
706.0 708.2152974504249 822.903525968057
707.0 707.2135785007072 809.7163899353983
708.0 706.2146892655368 802.1782210239063
709.0 705.2186177715091 798.0984390318575
710.0 704.2253521126761 795.8217353986457
711.0 703.2348804500704 794.3583871258585
712.0 702.2471910112359 793.2161234438788
713.0 701.2622720897616 792.1863047556639
714.0 700.2801120448179 791.1925408345935
715.0 699.3006993006993 790.2104573594007
716.0 698.3240223463687 789.233232563376
717.0 697.350069735007 788.2591797345873
718.0 696.3788300835655 787.2879237258677
719.0 695.4102920723227 786.3193833315546
720.0 694.4444444444445 785.353535393671
721.0 693.4812760055479 784.3903669187554
722.0 692.5207756232687 783.4298665327374
723.0 691.5629322268327 782.4720231359546
724.0 690.6077348066299 781.516825715723
725.0 689.6551724137931 780.5642633228841
726.0 688.7052341597796 779.6143250688705
727.0 687.757909215956 778.6670001250469
728.0 686.8131868131868 777.7222777222777
729.0 685.8710562414266 776.7801471505175
730.0 684.931506849315 775.8405977584059
731.0 683.9945280437756 774.9036189528665
732.0 683.0601092896175 773.9692001987083
733.0 682.1282401091405 773.0373310182314
734.0 681.1989100817439 772.1080009908347
735.0 680.2721088435375 771.1811997526283
736.0 679.3478260869565 770.2569169960474
737.0 678.42605156038 769.3351424694708
738.0 677.5067750677507 768.4158659768416
739.0 676.5899864682003 767.4990773772912
740.0 675.6756756756756 766.5847665847665
741.0 674.7638326585695 765.6729235676604
742.0 673.8544474393531 764.763538348444
743.0 672.9475100942127 763.8566010033036
744.0 672.0430107526881 762.952101661779
745.0 671.1409395973154 762.0500305064063
746.0 670.2412868632708 761.1503777723617
747.0 669.3440428380187 760.2531337471096
748.0 668.4491978609626 759.3582887700535
749.0 667.5567423230974 758.4658332321883
750.0 666.6666666666666 757.5757575757575
751.0 665.7789613848203 756.6880522939111
752.0 664.8936170212766 755.8027079303674
753.0 664.0106241699867 754.9197150790776
754.0 663.1299734748011 754.039064383892
755.0 662.2516556291391 753.16074653823
756.0 661.3756613756614 752.2847522847522
757.0 660.5019815059445 751.4110724150354
758.0 659.6306068601583 750.5396977692492
759.0 658.7615283267457 749.6706192358366
760.0 657.8947368421053 748.8038277511962
761.0 657.030223390276 747.9393142993669
762.0 656.1679790026246 747.0770699117155
763.0 655.307994757536 746.2170856666269
764.0 654.4502617801047 745.3593526891956
765.0 653.59477124183 744.5038621509209
766.0 652.7415143603133 743.6506052694042
767.0 651.8904823989569 742.7995733080478
768.0 651.0416666666666 741.9507575757575
769.0 650.1950585175553 741.1041494266461
770.0 649.3506493506494 740.2597402597403
771.0 648.5084306095979 739.4175215186888
772.0 647.6683937823834 738.5774846914743
773.0 646.8305304010349 737.7396213101258
774.0 645.9948320413437 736.9039229504345
775.0 645.1612903225806 736.0703812316715
776.0 644.3298969072165 735.2389878163074
777.0 643.5006435006435 734.4097344097344
778.0 642.6735218508998 733.5826127599906
779.0 641.8485237483953 732.7576146574862
780.0 641.025641025641 731.9347319347319
781.0 640.2048655569782 731.1139564660691
782.0 639.386189258312 730.2952801674029
783.0 638.5696040868455 729.4786949959364
784.0 637.7551020408164 728.6641929499084
785.0 636.9426751592357 727.8517660683826
786.0 636.1323155216285 727.0414064328241
787.0 635.3240152477764 726.2331062184301
788.0 634.5177664974619 725.4268588090343
789.0 633.7135614702155 724.6226772661939
790.0 632.9113924050633 723.820827312653
791.0 632.1112515802781 723.024046565007
792.0 631.3131313131313 722.2532946655193
793.0 630.517023959647 721.6292073172824
794.0 629.7229219143577 721.6664652002275
795.0 628.930817610063 723.947078218114
796.0 628.1407035175879 731.7666407563378
797.0 627.3525721455458 748.990200110284
798.0 626.5664160401003 775.4992988127298
799.0 625.7822277847309 802.5280832692575
800.0 625.0 815.9090909090909
801.0 624.2197253433209 807.9278521469025
802.0 623.4413965087282 784.7868155020319
803.0 622.66500622665 760.0550995997935
804.0 621.8905472636816 742.8710251588612
805.0 621.1180124223603 734.0902852003832
806.0 620.3473945409429 730.4236688074807
807.0 619.5786864931846 728.8642287934006
808.0 618.8118811881188 727.9327110408038
809.0 618.0469715698393 727.1414611846365
810.0 617.283950617284 726.3751932829982
811.0 616.5228113440197 725.6137446312867
812.0 615.7635467980296 724.8544572555443
813.0 615.0061500615006 724.0970592125121
814.0 614.2506142506143 723.3415233435817
815.0 613.4969325153374 722.5878416063014
816.0 612.7450980392157 721.8360071301258
817.0 611.9951040391677 721.0860131300768
818.0 611.2469437652812 720.3378528561902
819.0 610.5006105006105 719.5915195915195
820.0 609.7560975609756 718.8470066518846
821.0 609.0133982947625 718.1043073856715
822.0 608.272506082725 717.363415173634
823.0 607.5334143377886 716.6243234286976
824.0 606.7961165048544 715.8870255957634
825.0 606.060606060606 715.151515151515
826.0 605.3268765133172 714.4177856042262
827.0 604.5949214026602 713.6858304935693
828.0 603.864734299517 712.955643390426
829.0 603.1363088057901 712.2272178966991
830.0 602.4096385542168 711.5005476451258
831.0 601.6847172081829 710.7756262990919
832.0 600.9615384615385 710.0524475524475
833.0 600.2400960384153 709.3310051293244
834.0 599.5203836930456 708.6112927839546
835.0 598.8023952095808 707.8933043004898
836.0 598.0861244019138 707.1770334928228
837.0 597.3715651135007 706.4624742044097
838.0 596.6587112171837 705.7496203080927
839.0 595.9475566150179 705.0384657059269
840.0 595.2380952380952 704.3290043290042
841.0 594.5303210463734 703.6212301372824
842.0 593.8242280285035 702.9151371194125
843.0 593.1198102016607 702.2107192925697
844.0 592.4170616113744 701.5079707022834
845.0 591.7159763313609 700.8068854222699
846.0 591.016548463357 700.107457554266
847.0 590.318772136954 699.409681227863
848.0 589.622641509434 698.713550600343
849.0 588.9281507656066 698.0190598565156
850.0 588.2352941176471 697.3262032085561
851.0 587.5440658049354 696.6349748958444
852.0 586.8544600938967 695.9453691848057
853.0 586.1664712778429 695.2573803687519
854.0 585.480093676815 694.571002767724
855.0 584.7953216374269 693.8862307283359
856.0 584.1121495327103 693.2030586236193
857.0 583.4305717619603 692.5214808528693
858.0 582.7505827505828 691.8414918414918
859.0 582.0721769499418 691.1630860408508
860.0 581.3953488372093 690.4862579281183
861.0 580.7200929152149 689.8110020061239
862.0 580.046403712297 689.137312803206
863.0 579.3742757821552 688.4651848730642
864.0 578.7037037037037 687.7946127946127
865.0 578.0346820809249 687.1255911718339
866.0 577.3672055427252 686.4581146336342
867.0 576.7012687427913 685.7921778337003
868.0 576.036866359447 685.127775450356
869.0 575.3739930955121 684.4649021864211
870.0 574.7126436781609 683.8035527690699
871.0 574.052812858783 683.143721949692
872.0 573.394495412844 682.485404503753
873.0 572.737686139748 681.828595230657
874.0 572.0823798627002 681.1732889536092
875.0 571.4285714285714 680.5194805194805
876.0 570.7762557077625 679.8671647986715
877.0 570.1254275940707 679.2163366849798
878.0 569.4760820045558 678.5669910954648
879.0 568.8282138794084 677.9191229703174
880.0 568.1818181818181 677.2727272727271
881.0 567.5368898978434 676.6277989887524
882.0 566.8934240362812 675.9843331271902
883.0 566.2514156285391 675.3423247194481
884.0 565.6108597285067 674.7017688194157
885.0 564.9717514124294 674.0626605033384
886.0 564.3340857787811 673.4249948696901
887.0 563.6978579481398 672.7887670390488
888.0 563.063063063063 672.1539721539721
889.0 562.429696287964 671.520605378873
890.0 561.7977528089888 670.8886618998978
891.0 561.1672278338945 670.2581369248035
892.0 560.5381165919282 669.6290256828372
893.0 559.9104143337066 669.0013234246156
894.0 559.2841163310962 668.3750254220053
895.0 558.659217877095 667.750126968004
896.0 558.0357142857143 667.1266233766233
897.0 557.4136008918617 666.5045099827707
898.0 556.7928730512249 665.8837821421339
899.0 556.1735261401557 665.2644352310647
900.0 555.5555555555555 664.6464646464646
901.0 554.9389567147614 664.0298658056704
902.0 554.3237250554324 663.4146341463414
903.0 553.7098560354374 662.8007651263464
904.0 553.0973451327434 662.1882542236524
905.0 552.4861878453039 661.5770969362129
906.0 551.8763796909492 660.9672887818582
907.0 551.2679162072767 660.3588252981857
908.0 550.6607929515418 659.7517020424508
909.0 550.05500550055 659.145914591459
910.0 549.4505494505495 658.5414585414585
911.0 548.847420417124 657.938329508033
912.0 548.2456140350877 657.3365231259967
913.0 547.645125958379 656.736035049288
914.0 547.0459518599563 656.1368609508653
915.0 546.448087431694 655.538996522603
916.0 545.8515283842795 654.9424374751885
917.0 545.2562704471102 654.3471795380192
918.0 544.6623093681917 653.7532184591007
919.0 544.069640914037 653.160550004946
920.0 543.4782608695652 652.5691699604743
921.0 542.8881650380022 651.9790741289112
922.0 542.2993492407809 651.3902583316899
923.0 541.7118093174431 650.8027184083521
924.0 541.1255411255411 650.2164502164501
925.0 540.5405405405405 649.6314496314495
926.0 539.9568034557235 649.0477125466325
927.0 539.3743257820928 648.4652348730018
928.0 538.7931034482758 647.8840125391848
929.0 538.2131324004306 647.3040414913396
930.0 537.6344086021505 646.7253176930595
931.0 537.0569280343716 646.1478371252806
932.0 536.480686695279 645.571595786188
933.0 535.9056806002144 644.9965896911234
934.0 535.3319057815846 644.4228148724936
935.0 534.75935828877 643.850267379679
936.0 534.1880341880342 643.2789432789432
937.0 533.6179295624333 642.7088386533424
938.0 533.0490405117271 642.1399496026361
939.0 532.4813631522896 641.5722722431987
940.0 531.9148936170212 641.0058027079302
941.0 531.3496280552604 640.4405371461694
942.0 530.7855626326964 639.8764717236054
943.0 530.2226935312831 639.3136026221921
944.0 529.6610169491526 638.7519260400616
945.0 529.1005291005291 638.1914381914381
946.0 528.5412262156448 637.6321353065538
947.0 527.9831045406547 637.0740136315637
948.0 527.4261603375527 636.5170694284617
949.0 526.8703898840885 635.9612989749975
950.0 526.3157894736842 635.4066985645932
951.0 525.7623554153523 634.8532645062613
952.0 525.2100840336135 634.3009931245225
953.0 524.6589716684156 633.7498807593246
954.0 524.1090146750524 633.1999237659614
955.0 523.5602094240837 632.6511185149927
956.0 523.0125523012553 632.1034613921643
957.0 522.466039707419 631.556948798328
958.0 521.9206680584551 631.0115771493641
959.0 521.376433785193 630.467342876102
960.0 520.8333333333334 629.9242424242424
961.0 520.2913631633714 629.3822722542805
962.0 519.7505197505197 628.8414288414288
963.0 519.2107995846313 628.3017086755403
964.0 518.6721991701245 627.7631082610335
965.0 518.1347150259068 627.2256241168158
966.0 517.5983436853002 626.6892527762092
967.0 517.063081695967 626.153990786876
968.0 516.5289256198347 625.6198347107437
969.0 515.9958720330237 625.0867811239327
970.0 515.4639175257732 624.5548266166822
971.0 514.9330587023687 624.0239677932777
972.0 514.40329218107 623.494201271979
973.0 513.874614594039 622.965523684948
974.0 513.347022587269 622.437931678178
975.0 512.8205128205128 621.9114219114218
976.0 512.2950819672132 621.3859910581222
977.0 511.77072671443193 620.8616358053409
978.0 511.2474437627812 620.3383528536903
979.0 510.7252298263534 619.8161389172625
980.0 510.2040816326531 619.2949907235621
981.0 509.683995922528 618.7749050134371
982.0 509.1649694501018 618.2558785410108
983.0 508.646998982706 617.737908073615
984.0 508.130081300813 617.220990391722
985.0 507.61421319796955 616.7051222888786
986.0 507.0993914807302 616.1903005716392
987.0 506.5856129685917 615.6765220595007
988.0 506.07287449392715 615.1637835848362
989.0 505.5611729019211 614.6520819928302
990.0 505.050505050505 614.1414141414141
991.0 504.54086781029264 613.6317769012016
992.0 504.03225806451616 613.1231671554252
993.0 503.5246727089627 612.6155817998717
994.0 503.01810865191146 612.1090177428205
995.0 502.51256281407035 611.6034719049794
996.0 502.00803212851406 611.0989412194231
997.0 501.5045135406219 610.5954226315309
998.0 501.00200400801606 610.0929130989251
999.0 500.5005005005005 609.5914095914095
