eV mean d xd comp0 comp1 comp2 comp3 comp4 comp5
494.3203901019624 1056.649169921875 3202104.998128793 1.0 -0.0006974462949633119 0.0379398427587998 -0.049936824041973187 0.003951502695738489 0.033401835830431145 -0.03520439167898096
494.64401468306096 1050.422119140625 508268.26920031116 2.0 -0.0006787944020000408 0.03847244974299002 -0.05282374946752663 0.0071875033150187026 0.043914687119171174 -0.038722034023777586
494.9676392641595 1045.177734375 83397.09803923497 3.0 -0.0004607611355268437 0.038724665837850926 -0.052815303854196305 0.0019883551092124176 0.053416366207430926 -0.03814458998315742
495.2912638452581 1040.480224609375 31686.98597512102 4.0 -0.0006050215154749239 0.037894658673965964 -0.05246319236980479 0.006227265491840366 0.046076103823409174 -0.04722145969009205
495.61488842635663 1035.958251953125 7212.915938834138 5.0 -0.0005499156985329084 0.037964678808110414 -0.05375100012778122 0.0024532492897883507 0.051086253847110796 -0.04269630249739376
495.9385130074552 1033.1058349609375 6218.230745710118 6.0 -0.0006819785490434577 0.037050763933635635 -0.052956022151481395 -0.0039232035084251216 0.056427874684273405 -0.055714721267627804
496.26213758855374 1031.377685546875 5496.161960213474 7.0 -0.0003839822541404594 0.03731432376568254 -0.05459410076633323 -0.0011344310419603154 0.05703873640942836 -0.05045896765413957
496.5857621696523 1029.526611328125 5326.306999502845 8.0 -0.000811852242778301 0.037633435559714525 -0.053963606210271374 -0.004342448158326642 0.0629851847530315 -0.0530778438591375
496.90938675075085 1029.4508056640625 5213.572166217092 9.0 -0.00028098768239814907 0.03762016092271635 -0.054394338410484404 -0.002771690312682852 0.06933823761830044 -0.0517022716360174
497.2330113318494 1031.6497802734375 4777.849570634371 10.0 -0.0001581962921222728 0.037667355359678745 -0.05344336006489786 -0.00023118742015987103 0.06009463624429989 -0.04529497330282531
497.55663591294797 1032.2032470703125 4777.849570634371 11.0 -0.0007733168171998821 0.03705711149426313 -0.05306727838850785 0.0010500000033497505 0.05248757235341972 -0.03802367834763154
497.8802604940465 1030.2496337890625 4759.769202065137 12.0 -0.00011985018379693537 0.03749834584051594 -0.05315915109248135 0.005399084762091523 0.04978249240670257 -0.03867968512364528
498.2038850751451 1026.5701904296875 4759.769202065137 13.0 -0.0005327989692758767 0.03792551880941911 -0.054392217773483104 0.004300779561801713 0.050755781895807026 -0.03755508183342332
498.52750965624364 1022.1071166992188 4675.783911808452 14.0 -0.0006170041580340114 0.03754196886127524 -0.05464952010378152 0.004346862217232967 0.05826881699673734 -0.0489499514686727
498.8511342373422 1017.0397338867188 4675.783911808452 15.0 -0.0003836870793038359 0.0368854276278036 -0.05480057582606988 0.00554183291823473 0.041791184055588196 -0.050147412147705295
499.17475881844075 1013.9285278320312 4675.783911808452 16.0 -0.0004733256816344688 0.036578204976664135 -0.05160723342574442 0.006637298556398396 0.05195844618008666 -0.04069635626277125
499.4983833995393 1009.38427734375 4413.775359490988 17.0 -0.0011910279199085735 0.035858099369448865 -0.05141028403348903 0.0036622495785019775 0.049176973636744656 -0.04361271209485798
499.82200798063786 1009.1708984375 4388.191477377323 18.0 -0.0007590637823516628 0.03669732768314602 -0.05199230144318418 0.005904808448281827 0.05451981385192568 -0.041609724193492584
500.1456325617364 1005.43994140625 4388.191477377323 19.0 -0.0010516780267827348 0.03622197342082941 -0.053147974095419756 0.007549761095713972 0.05108724145617052 -0.04046156611907967
500.469257142835 1003.7238159179688 4388.191477377323 20.0 -0.0004924522280840077 0.036406460451778644 -0.05089631948830527 0.006889494532437748 0.05486445459227959 -0.04629937441261138
500.79288172393353 1000.739013671875 4264.901793342356 21.0 -0.0005756990255170126 0.035924316472566276 -0.05359407788136018 0.00414328800145778 0.05798085653173383 -0.042930118654722946
501.1165063050321 998.8910522460938 4264.901793342356 22.0 -0.00047629584728143946 0.034619497313176685 -0.0514338581793903 0.006797271095474547 0.05039216870681855 -0.047882170822207935
501.44013088613065 997.5548706054688 4264.901793342356 23.0 -0.0003005733919216267 0.03467420353519216 -0.05406998864547767 0.0015274301031019271 0.05946252146440101 -0.04913934200138557
501.7637554672292 996.9722290039062 4264.901793342356 24.0 -0.0001855228515559965 0.03529091563609473 -0.052990522588852174 -0.0004814623523728834 0.05421488904959837 -0.05297916042625468
502.08738004832776 994.575439453125 4264.901793342356 25.0 -0.0005498290549935832 0.036270449196824234 -0.05414650358008901 0.0034671713881093344 0.055411617524047344 -0.05594954217483654
502.4110046294263 993.8738403320312 4264.901793342356 26.0 -0.0004781388142186596 0.0356383497539965 -0.053779378973063785 -0.0019641028305882988 0.04988835596581371 -0.052451816738505144
502.7346292105249 993.6136474609375 4168.686780156608 27.0 -0.0006649887023873552 0.03536989051157683 -0.05289603871847754 0.0011407523469341597 0.05868458661851907 -0.049178472183576585
503.05825379162343 991.8178100585938 4147.3065882313795 28.0 -0.001282661296236453 0.03638938694889131 -0.05333094586225121 0.003902609393496936 0.06071065147799713 -0.05943518086869274
