NN_bins_0 NN_hist_0 NN_bins_1 NN_hist_1 NN_bins_2 NN_hist_2 3S_bins_0 3S_hist_0 3S_bins_1 3S_hist_1 3S_bins_2 3S_hist_2 CLS_bins_0 CLS_hist_0 CLS_bins_1 CLS_hist_1 CLS_bins_2 CLS_hist_2 ITKrMM_bins_0 ITKrMM_hist_0 ITKrMM_bins_1 ITKrMM_hist_1 ITKrMM_bins_2 ITKrMM_hist_2 wKSVD_bins_0 wKSVD_hist_0 wKSVD_bins_1 wKSVD_hist_1 wKSVD_bins_2 wKSVD_hist_2 BPFA_bins_0 BPFA_hist_0 BPFA_bins_1 BPFA_hist_1 BPFA_bins_2 BPFA_hist_2
0.013050856834784621 33.0 0.012693541802040307 31.0 0.03368155997575036 19.0 0.009964978584209767 20.0 0.007031156487823935 47.0 0.01187509055487428 68.0 0.003692866987772348 66.0 0.0034873196123631355 58.0 0.0072629153398209075 33.0 0.005708501573087438 29.0 0.0028881627570768362 58.0 0.011363201718926356 4.0 0.004697027591228114 32.0 0.0025260776553407112 47.0 0.006816902782308792 29.0 0.004303615470866851 39.0 0.002054070338716799 59.0 0.004891611345683861 54.0
0.014355930196139509 17.0 0.01396283561619296 28.0 0.03704966155438241 13.0 0.010961471524003072 8.0 0.007734189844772454 41.0 0.013062565448819162 48.0 0.004062128661351508 59.0 0.0038360031076819113 45.0 0.00798915503341308 28.0 0.006279338029744409 26.0 0.003176931600685015 40.0 0.012499467879010767 8.0 0.0051667217725563834 26.0 0.002778583498241285 33.0 0.007498521449037465 23.0 0.004733963990594034 34.0 0.002259390769899587 43.0 0.0053807266393255965 39.0
0.015661003557494398 15.0 0.015232129430345612 24.0 0.04041776313301446 5.0 0.011957964463796376 11.0 0.008437223201720974 34.0 0.014250040342764043 33.0 0.0044313903349306695 42.0 0.0041846866030006875 37.0 0.008715394727005254 17.0 0.00685017448640138 18.0 0.003465700444293194 49.0 0.013635734039095179 4.0 0.005636415953884653 21.0 0.003031089341141859 34.0 0.008180140115766139 17.0 0.005164312510321217 36.0 0.0024647112010823743 26.0 0.0058698419329673325 23.0
0.01696607691884929 17.0 0.016501423244498263 13.0 0.043785864711646506 6.0 0.01295445740358968 16.0 0.009140256558669494 27.0 0.015437515236708924 19.0 0.004800652008509831 32.0 0.004533370098319464 36.0 0.009441634420597428 11.0 0.0074210109430583515 15.0 0.0037544692879013727 27.0 0.014772000199179592 3.0 0.006106110135212924 18.0 0.003283595184042433 27.0 0.008861758782494813 18.0 0.0055946610300483994 22.0 0.0026700316322651623 24.0 0.006358957226609069 23.0
0.018271150280204176 9.0 0.01777071705865092 15.0 0.04715396629027856 8.0 0.013950950343382985 5.0 0.009843289915618012 21.0 0.016624990130653806 22.0 0.005169913682088992 28.0 0.004882053593638239 21.0 0.010167874114189599 11.0 0.007991847399715323 10.0 0.004043238131509551 26.0 0.015908266359264005 2.0 0.006575804316541194 10.0 0.0035361010269430067 25.0 0.009543377449223485 6.0 0.006025009549775581 18.0 0.0028753520634479503 29.0 0.006848072520250805 18.0
0.019576223641559067 9.0 0.019040010872803572 9.0 0.0505220678689106 6.0 0.01494744328317629 6.0 0.010546323272566532 21.0 0.017812465024598687 21.0 0.005539175355668153 30.0 0.005230737088957015 18.0 0.010894113807781772 6.0 0.008562683856372294 9.0 0.00433200697511773 17.0 0.017044532519348416 1.0 0.007045498497869464 7.0 0.0037886068698435808 19.0 0.01022499611595216 6.0 0.006455358069502764 14.0 0.0030806724946307383 27.0 0.007337187813892542 19.0
0.020881297002913954 6.0 0.020309304686956225 10.0 0.05389016944754265 6.0 0.015943936222969593 7.0 0.011249356629515051 18.0 0.018999939918543568 16.0 0.0059084370292473145 22.0 0.005579420584275792 10.0 0.011620353501373946 4.0 0.009133520313029265 3.0 0.004620775818725909 17.0 0.018180798679432827 1.0 0.007515192679197734 5.0 0.004041112712744155 13.0 0.010906614782680832 10.0 0.006885706589229947 12.0 0.0032859929258135263 19.0 0.007826303107534278 7.0
0.02218637036426884 5.0 0.021578598501108878 9.0 0.0572582710261747 3.0 0.016940429162762897 6.0 0.011952389986463571 10.0 0.02018741481248845 14.0 0.006277698702826476 21.0 0.005928104079594568 10.0 0.012346593194966119 6.0 0.009704356769686236 8.0 0.004909544662334088 11.0 0.01931706483951724 2.0 0.007984886860526003 7.0 0.004293618555644729 10.0 0.011588233449409504 4.0 0.00731605510895713 8.0 0.0034913133569963142 13.0 0.008315418401176014 6.0
0.023491443725623732 7.0 0.02284789231526153 11.0 0.060626372604806744 1.0 0.0179369221025562 3.0 0.012655423343412091 14.0 0.02137488970643333 8.0 0.006646960376405637 18.0 0.006276787574913344 11.0 0.013072832888558292 2.0 0.010275193226343207 3.0 0.005198313505942267 15.0 0.02045333099960165 1.0 0.008454581041854273 6.0 0.004546124398545303 8.0 0.012269852116138178 8.0 0.007746403628684313 4.0 0.0036966337881791022 9.0 0.00880453369481775 8.0
0.02479651708697862 4.0 0.024117186129414186 7.0 0.0639944741834388 4.0 0.018933415042349504 2.0 0.01335845670036061 10.0 0.02256236460037821 6.0 0.007016222049984798 11.0 0.0066254710702321196 13.0 0.013799072582150464 2.0 0.010846029683000179 3.0 0.005487082349550445 10.0 0.021589597159686065 0.10000000149011612 0.008924275223182544 4.0 0.004798630241445877 12.0 0.01295147078286685 1.0 0.008176752148411496 6.0 0.00390195421936189 15.0 0.009293648988459488 5.0
0.02610159044833351 3.0 0.02538647994356684 6.0 0.06736257576207084 1.0 0.019929907982142808 7.0 0.014061490057309129 5.0 0.02374983949432309 4.0 0.00738548372356396 12.0 0.006974154565550896 9.0 0.014525312275742637 1.0 0.01141686613965715 0.10000000149011612 0.005775851193158624 7.0 0.022725863319770476 1.0 0.009393969404510814 4.0 0.005051136084346451 15.0 0.013633089449595525 2.0 0.008607100668138678 4.0 0.004107274650544678 10.0 0.009782764282101224 5.0
0.027406663809688397 4.0 0.026655773757719492 4.0 0.0707306773407029 1.0 0.020926400921936116 5.0 0.014764523414257649 6.0 0.024937314388267975 9.0 0.007754745397143121 9.0 0.007322838060869672 13.0 0.01525155196933481 3.0 0.01198770259631412 0.10000000149011612 0.006064620036766803 7.0 0.023862129479854888 0.10000000149011612 0.009863663585839084 1.0 0.005303641927247024 7.0 0.014314708116324197 2.0 0.009037449187865861 6.0 0.004312595081727466 7.0 0.01027187957574296 4.0
0.028711737171043285 2.0 0.027925067571872145 5.0 0.07409877891933495 1.0 0.02192289386172942 2.0 0.015467556771206167 9.0 0.026124789282212856 8.0 0.008124007070722281 6.0 0.0076715215561884475 5.0 0.015977791662926982 2.0 0.012558539052971092 2.0 0.006353388880374982 6.0 0.0249983956399393 0.10000000149011612 0.010333357767167354 2.0 0.0055561477701475985 6.0 0.014996326783052872 0.10000000149011612 0.009467797707593043 1.0 0.004517915512910254 2.0 0.010760994869384696 2.0
0.030016810532398176 1.0 0.029194361386024797 5.0 0.07746688049796699 2.0 0.022919386801522723 1.0 0.016170590128154687 5.0 0.027312264176157737 5.0 0.008493268744301443 8.0 0.008020205051507225 6.0 0.016704031356519156 0.10000000149011612 0.013129375509628062 3.0 0.006642157723983161 4.0 0.02613466180002371 0.10000000149011612 0.010803051948495623 0.10000000149011612 0.0058086536130481725 5.0 0.015677945449781544 2.0 0.009898146227320225 4.0 0.004723235944093042 4.0 0.011250110163026432 2.0
0.03132188389375306 5.0 0.03046365520017745 4.0 0.08083498207659905 1.0 0.023915879741316027 1.0 0.016873623485103205 1.0 0.028499739070102618 1.0 0.008862530417880604 14.0 0.008368888546826 5.0 0.01743027105011133 0.10000000149011612 0.013700211966285033 1.0 0.00693092656759134 6.0 0.027270927960108122 0.10000000149011612 0.011272746129823893 2.0 0.006061159455948747 2.0 0.016359564116510215 1.0 0.010328494747047409 4.0 0.004928556375275829 5.0 0.011739225456668168 1.0
0.032626957255107954 4.0 0.0317329490143301 2.0 0.08420308365523109 0.10000000149011612 0.02491237268110933 2.0 0.017576656842051723 5.0 0.0296872139640475 2.0 0.009231792091459766 5.0 0.008717572042144777 3.0 0.018156510743703502 1.0 0.014271048422942006 1.0 0.007219695411199518 2.0 0.028407194120192537 0.10000000149011612 0.011742440311152165 2.0 0.006313665298849321 3.0 0.01704118278323889 1.0 0.01075884326677459 1.0 0.005133876806458618 5.0 0.012228340750309905 1.0
0.03393203061646284 0.10000000149011612 0.033002242828482756 2.0 0.08757118523386313 1.0 0.025908865620902635 1.0 0.018279690199000245 2.0 0.03087468885799238 3.0 0.009601053765038926 6.0 0.009066255537463553 4.0 0.018882750437295676 1.0 0.014841884879598977 0.10000000149011612 0.007508464254807697 3.0 0.029543460280276948 0.10000000149011612 0.012212134492480434 0.10000000149011612 0.006566171141749895 4.0 0.017722801449967563 1.0 0.011189191786501775 0.10000000149011612 0.005339197237641405 0.10000000149011612 0.012717456043951641 2.0
0.03523710397781773 2.0 0.034271536642635415 6.0 0.09093928681249518 0.10000000149011612 0.02690535856069594 0.10000000149011612 0.018982723555948763 4.0 0.03206216375193726 2.0 0.009970315438618088 2.0 0.00941493903278233 4.0 0.019608990130887845 1.0 0.015412721336255947 1.0 0.007797233098415876 0.10000000149011612 0.03067972644036136 0.10000000149011612 0.012681828673808704 0.10000000149011612 0.006818676984650469 4.0 0.018404420116696234 0.10000000149011612 0.011619540306228957 2.0 0.005544517668824194 5.0 0.013206571337593377 0.10000000149011612
0.036542177339172616 1.0 0.03554083045678807 1.0 0.09430738839112723 1.0 0.027901851500489246 0.10000000149011612 0.01968575691289728 3.0 0.033249638645882144 1.0 0.010339577112197249 6.0 0.009763622528101104 2.0 0.02033522982448002 1.0 0.01598355779291292 1.0 0.008086001942024055 2.0 0.03181599260044578 0.10000000149011612 0.013151522855136974 1.0 0.007071182827551042 4.0 0.019086038783424908 1.0 0.012049888825956138 3.0 0.005749838100006981 5.0 0.013695686631235113 2.0
0.0378472507005275 4.0 0.03681012427094072 2.0 0.09767548996975928 0.10000000149011612 0.02889834444028255 0.10000000149011612 0.020388790269845802 2.0 0.03443711353982702 0.10000000149011612 0.010708838785776411 1.0 0.01011230602341988 3.0 0.021061469518072192 0.10000000149011612 0.01655439424956989 0.10000000149011612 0.008374770785632235 4.0 0.032952258760530186 0.10000000149011612 0.013621217036465244 0.10000000149011612 0.007323688670451616 2.0 0.019767657450153582 0.10000000149011612 0.012480237345683322 0.10000000149011612 0.00595515853118977 3.0 0.014184801924876849 1.0
0.0391523240618824 0.10000000149011612 0.038079418085093374 1.0 0.10104359154839132 0.10000000149011612 0.029894837380075853 1.0 0.02109182362679432 3.0 0.035624588433771906 1.0 0.011078100459355571 4.0 0.010460989518738657 6.0 0.021787709211664365 1.0 0.01712523070622686 0.10000000149011612 0.008663539629240413 0.10000000149011612 0.0340885249206146 0.10000000149011612 0.014090911217793515 0.10000000149011612 0.00757619451335219 3.0 0.020449276116882256 0.10000000149011612 0.012910585865410504 0.10000000149011612 0.006160478962372557 4.0 0.014673917218518587 3.0
0.040457397423237285 0.10000000149011612 0.039348711899246026 0.10000000149011612 0.10441169312702338 0.10000000149011612 0.030891330319869157 2.0 0.021794856983742842 1.0 0.03681206332771678 1.0 0.011447362132934734 1.0 0.010809673014057433 0.10000000149011612 0.02251394890525654 0.10000000149011612 0.01769606716288383 0.10000000149011612 0.008952308472848593 3.0 0.03522479108069901 0.10000000149011612 0.014560605399121785 0.10000000149011612 0.007828700356252764 3.0 0.021130894783610927 0.10000000149011612 0.013340934385137688 0.10000000149011612 0.0063657993935553455 2.0 0.015163032512160323 0.10000000149011612
0.04176247078459217 1.0 0.04061800571339868 1.0 0.10777979470565542 0.10000000149011612 0.03188782325966246 0.10000000149011612 0.02249789034069136 0.10000000149011612 0.03799953822166167 0.10000000149011612 0.011816623806513894 1.0 0.011158356509376209 1.0 0.023240188598848712 2.0 0.0182669036195408 0.10000000149011612 0.00924107731645677 1.0 0.03636105724078342 1.0 0.015030299580450055 0.10000000149011612 0.008081206199153338 2.0 0.0218125134503396 0.10000000149011612 0.01377128290486487 0.10000000149011612 0.006571119824738133 2.0 0.01565214780580206 1.0
0.04306754414594706 0.10000000149011612 0.04188729952755133 3.0 0.11114789628428746 1.0 0.03288431619945577 0.10000000149011612 0.023200923697639878 2.0 0.03918701311560655 0.10000000149011612 0.012185885480093054 1.0 0.011507040004694985 2.0 0.023966428292440885 1.0 0.018837740076197772 0.10000000149011612 0.009529846160064949 1.0 0.03749732340086784 0.10000000149011612 0.015499993761778325 0.10000000149011612 0.008333712042053912 1.0 0.022494132117068275 0.10000000149011612 0.014201631424592052 0.10000000149011612 0.006776440255920921 3.0 0.016141263099443796 0.10000000149011612
0.04437261750730195 0.10000000149011612 0.043156593341703985 0.10000000149011612 0.11451599786291952 1.0 0.03388080913924907 2.0 0.0239039570545884 1.0 0.04037448800955143 0.10000000149011612 0.012555147153672216 3.0 0.011855723500013762 0.10000000149011612 0.02469266798603306 0.10000000149011612 0.019408576532854743 0.10000000149011612 0.009818615003673129 1.0 0.038633589560952246 0.10000000149011612 0.015969687943106596 0.10000000149011612 0.008586217884954487 1.0 0.023175750783796946 0.10000000149011612 0.014631979944319235 1.0 0.006981760687103709 0.10000000149011612 0.01663037839308553 1.0
0.04567769086865684 2.0 0.04442588715585664 4.0 0.11788409944155157 0.10000000149011612 0.034877302079042376 1.0 0.024606990411536918 0.10000000149011612 0.04156196290349631 1.0 0.012924408827251377 1.0 0.012204406995332538 1.0 0.025418907679625232 0.10000000149011612 0.019979412989511714 0.10000000149011612 0.010107383847281307 0.10000000149011612 0.03976985572103666 0.10000000149011612 0.016439382124434868 0.10000000149011612 0.00883872372785506 0.10000000149011612 0.02385736945052562 0.10000000149011612 0.015062328464046417 1.0 0.007187081118286497 2.0 0.01711949368672727 0.10000000149011612
0.04698276423001173 1.0 0.04569518097000929 2.0 0.12125220102018361 0.10000000149011612 0.035873795018835676 1.0 0.02531002376848544 0.10000000149011612 0.04274943779744119 1.0 0.013293670500830539 1.0 0.012553090490651314 0.10000000149011612 0.026145147373217405 0.10000000149011612 0.020550249446168685 0.10000000149011612 0.010396152690889487 0.10000000149011612 0.04090612188112107 0.10000000149011612 0.016909076305763136 0.10000000149011612 0.009091229570755635 0.10000000149011612 0.024538988117254294 0.10000000149011612 0.015492676983773601 1.0 0.007392401549469285 1.0 0.017608608980369003 2.0
0.048287837591366616 0.10000000149011612 0.04696447478416194 1.0 0.12462030259881567 0.10000000149011612 0.03687028795862898 0.10000000149011612 0.026013057125433958 2.0 0.043936912691386075 0.10000000149011612 0.0136629321744097 1.0 0.012901773985970089 1.0 0.02687138706680958 0.10000000149011612 0.021121085902825656 0.10000000149011612 0.010684921534497665 0.10000000149011612 0.04204238804120548 0.10000000149011612 0.017378770487091407 0.10000000149011612 0.009343735413656209 0.10000000149011612 0.02522060678398297 0.10000000149011612 0.015923025503500783 0.10000000149011612 0.0075977219806520726 3.0 0.01809772427401074 0.10000000149011612
0.0495929109527215 0.10000000149011612 0.0482337685983146 1.0 0.1279884041774477 0.10000000149011612 0.037866780898422284 0.10000000149011612 0.026716090482382476 0.10000000149011612 0.04512438758533095 0.10000000149011612 0.014032193847988862 2.0 0.013250457481288865 0.10000000149011612 0.02759762676040175 0.10000000149011612 0.02169192235948263 0.10000000149011612 0.010973690378105843 2.0 0.0431786542012899 0.10000000149011612 0.01784846466841968 0.10000000149011612 0.009596241256556783 1.0 0.02590222545071164 0.10000000149011612 0.016353374023227965 0.10000000149011612 0.007803042411834861 0.10000000149011612 0.018586839567652478 0.10000000149011612
0.05089798431407639 0.10000000149011612 0.049503062412467255 0.10000000149011612 0.13135650575607974 0.10000000149011612 0.03886327383821559 0.10000000149011612 0.027419123839330997 1.0 0.04631186247927584 0.10000000149011612 0.014401455521568022 0.10000000149011612 0.013599140976607641 0.10000000149011612 0.028323866453993922 0.10000000149011612 0.0222627588161396 0.10000000149011612 0.011262459221714023 1.0 0.044314920361374306 0.10000000149011612 0.018318158849747947 0.10000000149011612 0.009848747099457357 0.10000000149011612 0.026583844117440313 0.10000000149011612 0.016783722542955147 0.10000000149011612 0.00800836284301765 0.10000000149011612 0.019075954861294212 0.10000000149011612
0.052203057675431284 0.10000000149011612 0.05077235622661991 0.10000000149011612 0.13472460733471178 1.0 0.03985976677800889 1.0 0.028122157196279515 0.10000000149011612 0.047499337373220714 0.10000000149011612 0.014770717195147184 0.10000000149011612 0.013947824471926417 0.10000000149011612 0.029050106147586095 0.10000000149011612 0.02283359527279657 0.10000000149011612 0.011551228065322201 1.0 0.04545118652145872 0.10000000149011612 0.018787853031076218 1.0 0.010101252942357931 0.10000000149011612 0.027265462784168987 0.10000000149011612 0.01721407106268233 0.10000000149011612 0.008213683274200438 0.10000000149011612 0.01956507015493595 1.0
0.05350813103678617 0.10000000149011612 0.05204165004077256 2.0 0.13809270891334383 1.0 0.0408562597178022 0.10000000149011612 0.028825190553228033 1.0 0.0486868122671656 1.0 0.015139978868726344 2.0 0.014296507967245194 0.10000000149011612 0.02977634584117827 0.10000000149011612 0.023404431729453543 0.10000000149011612 0.01183999690893038 0.10000000149011612 0.04658745268154313 0.10000000149011612 0.019257547212404486 0.10000000149011612 0.010353758785258503 0.10000000149011612 0.027947081450897658 0.10000000149011612 0.01764441958240951 0.10000000149011612 0.008419003705383225 0.10000000149011612 0.020054185448577684 0.10000000149011612
0.05481320439814106 1.0 0.053310943854925213 1.0 0.1414608104919759 0.10000000149011612 0.041852752657595506 0.10000000149011612 0.029528223910176555 1.0 0.04987428716111048 0.10000000149011612 0.015509240542305507 1.0 0.01464519146256397 1.0 0.030502585534770442 0.10000000149011612 0.023975268186110513 0.10000000149011612 0.012128765752538559 0.10000000149011612 0.047723718841627544 0.10000000149011612 0.019727241393732758 0.10000000149011612 0.010606264628159078 2.0 0.028628700117626332 0.10000000149011612 0.018074768102136696 0.10000000149011612 0.008624324136566013 1.0 0.020543300742219422 0.10000000149011612
0.056118277759495946 0.10000000149011612 0.054580237669077866 1.0 0.14482891207060794 0.10000000149011612 0.042849245597388806 0.10000000149011612 0.030231257267125073 0.10000000149011612 0.05106176205505536 0.10000000149011612 0.015878502215884667 0.10000000149011612 0.014993874957882746 0.10000000149011612 0.031228825228362615 0.10000000149011612 0.024546104642767484 0.10000000149011612 0.012417534596146737 0.10000000149011612 0.04885998500171196 0.10000000149011612 0.02019693557506103 0.10000000149011612 0.010858770471059652 0.10000000149011612 0.029310318784355006 0.10000000149011612 0.01850511662186388 0.10000000149011612 0.0088296445677488 0.10000000149011612 0.02103241603586116 0.10000000149011612
0.057423351120850834 0.10000000149011612 0.05584953148323052 0.10000000149011612 0.14819701364923998 1.0 0.04384573853718211 0.10000000149011612 0.03093429062407359 0.10000000149011612 0.052249236949000244 0.10000000149011612 0.016247763889463827 0.10000000149011612 0.01534255845320152 0.10000000149011612 0.03195506492195479 0.10000000149011612 0.025116941099424455 0.10000000149011612 0.012706303439754917 0.10000000149011612 0.049996251161796366 0.10000000149011612 0.020666629756389297 0.10000000149011612 0.011111276313960226 1.0 0.02999193745108368 0.10000000149011612 0.01893546514159106 0.10000000149011612 0.00903496499893159 1.0 0.021521531329502894 1.0
0.05872842448220572 0.10000000149011612 0.05711882529738317 0.10000000149011612 0.15156511522787203 0.10000000149011612 0.044842231476975414 0.10000000149011612 0.03163732398102211 0.10000000149011612 0.05343671184294512 0.10000000149011612 0.01661702556304299 0.10000000149011612 0.0156912419485203 1.0 0.03268130461554696 0.10000000149011612 0.025687777556081426 0.10000000149011612 0.012995072283363095 0.10000000149011612 0.05113251732188078 0.10000000149011612 0.02113632393771757 0.10000000149011612 0.0113637821568608 0.10000000149011612 0.03067355611781235 1.0 0.019365813661318242 0.10000000149011612 0.009240285430114377 0.10000000149011612 0.02201064662314463 0.10000000149011612
0.060033497843560615 0.10000000149011612 0.058388119111535824 0.10000000149011612 0.15493321680650407 0.10000000149011612 0.04583872441676872 0.10000000149011612 0.03234035733797064 0.10000000149011612 0.054624186736890006 0.10000000149011612 0.01698628723662215 0.10000000149011612 0.016039925443839073 0.10000000149011612 0.033407544309139135 0.10000000149011612 0.026258614012738397 0.10000000149011612 0.013283841126971275 0.10000000149011612 0.05226878348196519 0.10000000149011612 0.021606018119045837 0.10000000149011612 0.011616287999761374 1.0 0.03135517478454103 0.10000000149011612 0.019796162181045424 0.10000000149011612 0.009445605861297165 0.10000000149011612 0.022499761916786366 1.0
0.0613385712049155 0.10000000149011612 0.05965741292568848 1.0 0.1583013183851361 0.10000000149011612 0.04683521735656202 0.10000000149011612 0.033043390694919156 0.10000000149011612 0.05581166163083488 0.10000000149011612 0.017355548910201312 0.10000000149011612 0.01638860893915785 0.10000000149011612 0.03413378400273131 0.10000000149011612 0.026829450469395368 0.10000000149011612 0.013572609970579453 0.10000000149011612 0.053405049642049604 0.10000000149011612 0.02207571230037411 0.10000000149011612 0.011868793842661948 1.0 0.032036793451269696 0.10000000149011612 0.02022651070077261 0.10000000149011612 0.009650926292479952 0.10000000149011612 0.022988877210428103 0.10000000149011612
0.06264364456627038 0.10000000149011612 0.06092670673984113 1.0 0.16166941996376819 0.10000000149011612 0.04783171029635533 0.10000000149011612 0.033746424051867674 0.10000000149011612 0.05699913652477977 0.10000000149011612 0.017724810583780472 0.10000000149011612 0.016737292434476626 0.10000000149011612 0.03486002369632348 0.10000000149011612 0.02740028692605234 0.10000000149011612 0.013861378814187633 1.0 0.05454131580213401 0.10000000149011612 0.022545406481702376 0.10000000149011612 0.012121299685562522 0.10000000149011612 0.03271841211799837 0.10000000149011612 0.02065685922049979 0.10000000149011612 0.00985624672366274 0.10000000149011612 0.023477992504069838 0.10000000149011612
0.06394871792762527 1.0 0.06219600055399379 1.0 0.16503752154240023 1.0 0.048828203236148636 1.0 0.03444945740881619 2.0 0.05818661141872465 1.0 0.018094072257359633 1.0 0.0170859759297954 1.0 0.035586263389915655 1.0 0.027971123382709313 1.0 0.014150147657795811 1.0 0.05567758196221843 1.0 0.023015100663030648 1.0 0.012373805528463096 1.0 0.033400030784727044 1.0 0.021087207740226974 1.0 0.01006156715484553 1.0 0.023967107797711575 1.0
