eV SSS FS3D NN BPFA ITKrMM wKSVD GT
537.1119991254807 1291.6136722736019 1317.0811042334647 1309.3318167357627 1305.5234045875575 1304.1556399885271 1305.678065029258 1282.6030087909255
537.4359991264344 1237.459925010693 1261.4374963953483 1246.1829892306775 1248.4287304671584 1246.265701103922 1249.773994166606 1230.1196400457836
537.759999127388 1196.2524711807996 1213.7449760148595 1207.178678231813 1200.8424292376524 1197.7936115367297 1202.4741968193023 1183.688894073081
538.0839991283417 1161.9490684602492 1178.1171165222142 1164.8582375123854 1163.540862794445 1160.2462706528004 1166.3944624190585 1151.1761557743155
538.4079991292954 1137.8777671126877 1152.3458449016925 1138.696445168593 1137.3890542235465 1133.9326353657484 1140.2147277095066 1126.214475323026
538.731999130249 1122.7044503848774 1135.888479854347 1119.158144459629 1118.973061942726 1115.7762165421764 1122.6129929850365 1110.7325066820397
539.0559991312027 1113.227392455424 1126.02799531949 1109.4918955720507 1108.667679002683 1105.3951400438223 1112.2921655302728 1102.5854319482278
539.3799991321564 1114.184634755957 1124.4875600558958 1107.3187753660152 1105.6503523466815 1103.2316291691175 1110.0911957312371 1106.652873718894
539.7039991331101 1119.836338655817 1126.288948812508 1115.7169916627647 1106.2779588308358 1105.0660801803097 1111.0848328310194 1111.5752527226405
540.0279991340637 1132.4824012626148 1137.5684208688645 1131.6210733284665 1116.805601782102 1116.4024668932793 1121.2436603550623 1120.48416130837
540.3519991350174 1149.7051029640427 1151.6960657509285 1155.3378079155798 1131.1111972660667 1131.8344392793178 1134.8282883993368 1138.2244304714077
540.6759991359711 1170.169567932766 1174.3003792026534 1176.1050111991638 1153.5732150881913 1154.9981848334226 1156.782497700024 1162.7837521916792
540.9999991369248 1199.89205145738 1203.118538176985 1212.0932498360357 1182.9029721468423 1185.9666955197315 1184.9478303545043 1189.0081255353277
541.3239991378784 1230.1378023782881 1233.4076376676678 1250.2600618666047 1214.5327648263462 1218.3981171991977 1215.2912650768137 1221.0234367258013
541.6479991388321 1257.9684309548898 1262.1822231124036 1280.4684275820168 1244.1347142629168 1249.6614656980976 1244.001244340362 1251.9070857987147
541.9719991397858 1279.3390601955325 1283.9070415782296 1300.9967338494814 1265.0235462870035 1272.0182022134986 1265.3150329494536 1277.1406185784824
542.2959991407395 1300.2330061964258 1301.7158923169764 1326.5390507716493 1283.0992425666705 1291.5319228301234 1283.4038593184162 1302.0823253978317
542.6199991416931 1305.0692614268833 1307.767723644814 1331.1095809288838 1289.0814960778278 1297.8973930816119 1289.9799596902963 1309.4472518967384
542.9439991426468 1303.384998067657 1304.4986903747983 1324.7393528310695 1284.2482451478434 1293.9081506888551 1286.610204874666 1312.585344313319
543.2679991436005 1294.17561202006 1294.1923707994204 1313.7522808816357 1273.48399950486 1282.7144700803158 1276.5215769222762 1302.9572143401574
543.5919991445542 1275.613887801274 1275.5413543504826 1293.0659305144302 1254.9252836278808 1262.8523462619933 1258.651977992471 1286.2099859357177
543.9159991455078 1258.4356714610253 1257.7446406699225 1274.563668712812 1236.9077004801736 1244.36617809501 1241.1834618428293 1269.1527518616983
544.2399991464615 1240.4114553786615 1240.326402056675 1253.1447651374338 1220.1344341145855 1226.2815541077243 1224.3088143608352 1252.0294244540253
544.5639991474152 1221.9287625612874 1225.3489877954398 1228.4411904664573 1204.68199018815 1210.4810652041845 1209.615800814913 1233.3342265570463
544.8879991483689 1214.9679380956966 1218.0850465568715 1218.7682926286852 1197.175223302623 1202.738715937958 1202.4821520890596 1225.430150001262
545.2119991493225 1202.8196760044746 1205.2443966769206 1210.3101087639752 1185.7630315763793 1190.4645493286243 1190.0907332282015 1210.3648599255112
545.5359991502762 1189.129520052114 1193.0917973152134 1190.182350521637 1172.4154804586258 1176.9005166208933 1177.2846251763372 1198.6292510106377
545.8599991512299 1167.5636015214807 1171.1028139307618 1170.491085145616 1151.5783497551688 1154.8515373204793 1155.7925724175966 1174.1042787705267
546.1839991521836 1144.9046793348068 1149.474598309883 1144.5270748262978 1129.9292548167266 1132.003835800827 1134.0423222033332 1148.8548311374145
546.5079991531372 1119.891330945403 1123.7431590581882 1119.563079169068 1105.7347148612616 1106.3642405929395 1109.6732557494656 1122.3893755390702
546.8319991540909 1099.6916199163122 1097.1680418144992 1101.6184106304602 1079.1432642109035 1079.2795285057878 1083.209998440147 1095.1765595260958
547.1559991550446 1078.8519902837907 1076.1454251507805 1078.4585630246336 1057.7392119019357 1057.59155536408 1062.5738306911605 1075.107820184673
547.4799991559983 1056.9970692931543 1052.728428081758 1058.6905924163252 1035.052253055943 1033.6311884765494 1039.6457396489893 1047.9816926976162
547.8039991569519 1038.9187894994272 1035.3034960721068 1036.7968617771705 1017.8475581439869 1015.5979720243412 1023.1251086748317 1029.2204576695317
548.1279991579056 1024.1780573380213 1021.7477645597057 1021.891973043649 1005.1924166117028 1002.249700973199 1010.2540409431418 1013.9629660826528
548.4519991588593 1009.7178223666177 1009.2273817642792 1007.7352757755207 993.3471613958561 989.7175275132508 997.8808037696296 999.8540966986526
548.775999159813 1003.3682905705704 1003.8376156345146 1000.0987555805721 988.257910620175 983.8647055435102 992.5728575468835 990.9684486886457
549.0999991607666 997.550071057965 1003.7203227419084 993.3740367512057 989.3965268129122 983.9594244168503 993.1110132224507 986.4309301092856
549.4239991617203 998.1247281753703 1001.3910524169876 1000.1683842596647 987.6764257052779 981.7447464820095 990.6730411607166 978.131111689609
549.747999162674 1002.4597447503571 1007.2643173321227 1006.494623013057 994.5788428149763 988.6388513015222 996.7209773030121 981.2670014197989
550.0719991636277 1009.5251727972758 1014.305239103048 1017.6650936762654 1002.4830057310768 996.8094576093238 1004.1742640171326 986.9113490767439
550.3959991645813 1021.0723438681268 1026.6581144515483 1029.9864146588936 1015.0546474394506 1009.4049649006289 1016.1104138705808 999.5557371370732
550.719999165535 1033.4923091482208 1034.6383782368387 1050.5852206564834 1024.0073092723228 1019.4326588039315 1024.4214804801377 1007.3721570784471
551.0439991664887 1042.3588786430025 1043.2230971603808 1062.7466548138132 1033.3054802708834 1028.231354621095 1032.9866773466026 1014.9476908093668
551.3679991674423 1051.5764165390772 1050.8603981932815 1074.3322185166032 1041.0233116207598 1036.6573294294926 1040.3611574582537 1021.9202704222729
551.691999168396 1055.8720412257994 1057.2438758736414 1079.0526526268422 1047.3603261122207 1042.8225547033844 1046.2217264982332 1024.8567715642798
552.0159991693497 1061.0811451213444 1059.9490681606062 1088.1493106777673 1049.9435948676316 1046.1126705722988 1048.4868094866981 1029.5696946513508
552.3399991703034 1066.9383473665257 1064.1765586691504 1096.3723876617678 1054.3067966673404 1050.4320008685747 1052.9461444438023 1035.6933984501982
552.663999171257 1068.6137368007353 1065.2511103770198 1098.853832489496 1055.6516900028353 1051.3426368910498 1053.9307071417177 1037.2011401736877
552.9879991722107 1069.3322258707028 1066.6212709479792 1098.133456436922 1057.250044063174 1053.1116255585114 1055.4096832383677 1037.7252387148367
553.3119991731644 1075.47035701328 1071.8131052222068 1107.0636259497924 1061.6948642854795 1058.4831680546552 1060.0291094990998 1043.4524330360794
553.6359991741181 1076.7529955479206 1073.438078722881 1107.964568514515 1063.9519592548352 1060.7367381495742 1062.3311320253454 1045.0069638375585
553.9599991750717 1079.230909978692 1075.2979552984546 1110.6638971087623 1064.9221491511091 1062.417617326907 1063.5902234861144 1047.6724160433416
554.2839991760254 1080.6693879763807 1078.1723795018008 1112.3036419177608 1068.2649452261332 1065.7189468589506 1066.2951272178766 1049.6475052033318
554.6079991769791 1081.8244894263883 1077.2406557694 1114.2530191198134 1067.0967553681603 1065.1856219587512 1065.2185635174212 1052.0810559225981
554.9319991779328 1082.1382441468504 1077.85679658603 1111.8328711614804 1066.9028522070287 1065.5186872608488 1065.627322646149 1054.8227400602298
555.2559991788864 1085.1559509654123 1082.6399455512783 1112.3723235266955 1071.3369929496691 1070.149757902679 1070.170996436662 1061.0141623667696
555.5799991798401 1087.6148729374695 1084.2505935631082 1116.9211103313396 1072.4797980498086 1071.4993492351996 1071.1402132503638 1062.1160474455125
555.9039991807938 1091.8546398047063 1085.6436460342609 1121.1403580089268 1072.6051358952316 1072.4053787808925 1071.9022952521232 1066.9379914320882
556.2279991817475 1094.385151668623 1088.7837318016968 1121.0812091618707 1074.9628151639167 1075.0106026923133 1074.7066873212118 1069.9401939598538
556.5519991827011 1095.062685298375 1089.4257053925571 1122.2518144210067 1075.9552941496718 1076.0579613676523 1075.4983500198966 1072.5404208207724
556.8759991836548 1097.3709767024318 1093.6309172476747 1125.5175867730827 1080.6041018645403 1081.1780947531695 1079.6181413335976 1074.8423604332681
557.1999991846085 1100.5414763030108 1095.397004357498 1131.6793546255008 1082.3579388397363 1083.2470034225817 1081.4087674181349 1076.474021252123
557.5239991855622 1101.3528975983616 1096.575569841814 1132.0389134207655 1082.8927857631154 1083.3230871497317 1082.2065736280772 1076.1798271513414
557.8479991865158 1100.1287329465626 1096.7329985801625 1130.332611198026 1084.1860352719636 1084.0061524216126 1083.0259875036209 1074.165260447532
558.1719991874695 1101.384306802666 1096.534379874173 1131.479887939868 1083.822070155335 1083.8039734019985 1082.580205967105 1075.4897854881808
558.4959991884232 1104.226231379043 1097.5076952280217 1133.4931485103764 1084.7184307011414 1084.7227015820083 1083.5982885016435 1079.1937657064807
558.8199991893769 1105.4789672842094 1096.76653992385 1138.5671748573022 1083.3143015290375 1083.6637519082874 1082.4474327524654 1078.39947059129
559.1439991903305 1104.5229688137024 1096.123536684969 1137.535764734472 1083.1699046069134 1083.3728333496765 1082.2665243569427 1078.587321791929
559.4679991912842 1101.7600235341713 1093.5652223127438 1133.2820869516252 1080.548831372747 1080.967706688731 1080.3193550029494 1076.0578766465296
559.7919991922379 1096.9175822553043 1087.6547145470981 1132.4404750762367 1076.082482781102 1075.9254447936378 1074.9216842832084 1068.1687988896015
560.1159991931916 1093.8939821924012 1084.5557576479664 1128.8610137377166 1072.9503178936145 1072.1870463152718 1072.3652791372494 1065.89978227085
560.4399991941452 1089.7705797921537 1081.6400931331157 1122.7366673170336 1069.7981007678436 1068.966796100729 1068.9038716647774 1062.2143630932935
560.7639991950989 1087.6499902414182 1080.6455692872082 1119.1164751610677 1068.8495415042337 1067.9666943936402 1067.736929349444 1060.2304689153596
561.0879991960526 1085.626414139114 1078.690802688743 1115.7652317287354 1065.8571352888553 1065.702584754959 1065.3559827058207 1059.3452514131661
561.4119991970063 1079.1008846398292 1076.3668783927951 1101.702669154607 1062.8596502874389 1062.048220263427 1062.7997038541637 1058.0214031782411
561.7359991979599 1081.5962813330962 1078.9859709628047 1106.6198178249117 1066.308700072382 1065.3304129250987 1065.86156117925 1057.1089973563867
562.0599991989136 1085.3088686343417 1080.7000065061904 1110.4508123005178 1067.862636097795 1067.1703034349032 1068.1046923071706 1062.86836804194
562.3839991998673 1083.5186428538614 1082.2443178289925 1108.2285766317664 1069.791732295358 1068.9603976423894 1069.6894200790714 1061.136440635831
562.707999200821 1084.8997808023066 1080.7601786281086 1112.4866953653354 1068.559951567361 1067.7327700662534 1068.2035339893384 1061.4236231118205
563.0319992017746 1084.0874046152376 1081.3487926650268 1110.9313121194566 1068.5986110752422 1067.7086204820507 1068.5944042602023 1059.311586524247
563.3559992027283 1083.2691537842668 1080.48712882788 1108.9358274036183 1067.5974442052525 1066.971544099961 1067.6424334468015 1060.7492836729077
563.679999203682 1083.8944101956724 1082.0268901794489 1111.9268759719178 1069.7959869661045 1068.7177168274275 1069.6608257279142 1059.8919465861463
564.0039992046356 1085.1648725497141 1080.5861018916378 1116.2146480961126 1069.0403242039822 1067.663406472899 1068.5577556122532 1060.4529047252324
564.3279992055893 1081.6848598093457 1078.7263828572245 1112.4000293943736 1067.0791545008453 1065.0975903577435 1066.7099786772235 1058.0310895496114
564.651999206543 1084.2987394890163 1080.5508939014856 1114.1804085426966 1068.2654673938328 1066.7961918144256 1067.9345643967827 1059.955981662741
564.9759992074967 1082.1214776052832 1079.598471710459 1110.4476127805035 1066.5346720781226 1066.082036367453 1066.620961182476 1060.866756109859
565.2999992084503 1080.943400974964 1078.4826196475449 1105.6453337099458 1064.1343295413953 1064.1902816693762 1065.0233490160158 1061.2443336305098
565.623999209404 1079.9427079388552 1078.5562374813132 1100.836766992653 1063.4053905702167 1063.5624259752576 1064.8710814824615 1062.0918768420458
565.9479992103577 1078.5593681478442 1080.0988773295244 1096.3927049125825 1065.4120147339152 1065.2126198517874 1067.0228626939083 1063.1018319999812
566.2719992113114 1080.3978876737046 1077.5314503081718 1102.068647530068 1063.2095822263366 1063.4517033143743 1064.6028969678416 1064.567953936105
566.595999212265 1078.0819970090836 1077.6631421404572 1097.1299074447002 1062.8635688749525 1062.6749498687234 1064.641971060824 1063.5483169002052
566.9199992132187 1078.0399683899998 1075.7687006329397 1098.3963828347362 1060.7718668267783 1060.8245404588947 1062.3476097075327 1062.4231775362373
567.2439992141724 1074.4641300447172 1071.9426511773897 1094.5415269574132 1056.8083812798934 1056.988571821441 1058.6571212527874 1060.0122974842948
567.5679992151261 1070.5244063168877 1069.67203686147 1085.9216419106795 1054.3135568388827 1054.083678694168 1056.7622839629557 1054.6110473985098
567.8919992160797 1069.164823094763 1064.102107011732 1088.471705141693 1048.4994200856468 1048.4746653059701 1050.821447695876 1051.5698926705845
568.2159992170334 1062.64765004984 1061.9957537243565 1077.453248695152 1046.573339637778 1046.0712477731192 1048.9519291610732 1049.6988404052224
568.5399992179871 1061.0128231140816 1062.9514601178046 1075.319878498738 1048.3157472226903 1046.9361865927801 1049.8865038090598 1046.6736462010326
568.8639992189408 1060.861237760108 1062.6122717337805 1073.8838491755155 1047.409885071851 1046.6698064423638 1049.5179053209856 1047.234339137755
569.1879992198944 1061.8256098589854 1062.3845293922325 1075.6965185312238 1047.1736446755144 1046.7847480340204 1050.0091426114782 1048.1724884450186
569.5119992208481 1057.978836771916 1059.8556212774054 1072.7959094697583 1044.8545078350105 1044.0906907791307 1047.1629992982903 1045.2306871884148
569.8359992218018 1059.0001027782064 1057.136204342476 1074.0104645771376 1041.930731401633 1041.8437444306321 1044.772502602054 1043.7326403529876
570.1599992227555 1055.2781594619614 1057.6422107552328 1064.9838690119152 1041.805832069901 1041.0980480143276 1045.071603317764 1045.0818888475799
570.4839992237091 1048.8603980475675 1055.312852232029 1053.18163452537 1038.803893643384 1038.0773317120206 1042.3019048850824 1040.436514057153
570.8079992246628 1046.9596257255948 1056.2927420673118 1047.8855185757484 1039.9463532441584 1038.6352293912382 1043.4282543900188 1041.6309375929716
571.1319992256165 1047.2978991179875 1052.4619841130684 1051.2973499573652 1035.3805917683972 1034.8233352489858 1039.2494754391387 1039.7041111112085
571.4559992265702 1043.2992219913629 1052.9752915079168 1041.5470142248207 1036.0169662944354 1034.9051801974988 1040.1665115243416 1040.8475284118924
571.7799992275238 1042.0747216132172 1050.2893455783249 1039.6124437004846 1032.7921857302674 1032.2893902516414 1037.3469252574573 1041.529325316886
572.1039992284775 1041.3017307731693 1050.3191603289802 1039.7466244716557 1032.761240780405 1032.709823311786 1036.9612643970684 1040.1234985432002
572.4279992294312 1044.708415468622 1052.0267070183736 1046.5068184168492 1035.1629949724465 1035.1547215629355 1039.161736846981 1040.7595419365748
572.7519992303849 1040.752455452523 1051.2384274169967 1038.6150572608308 1033.570387176873 1033.0892641101534 1038.049940072838 1038.5523414806053
573.0759992313385 1040.2196094202964 1050.9256299788335 1037.557446852169 1034.0009321020073 1033.0793194395853 1037.9257314801298 1037.6239515066939
573.3999992322922 1039.4566556537507 1049.699802659825 1034.7787136186628 1032.009855964285 1031.4931824236908 1036.4908133916065 1038.90952610377
573.7239992332459 1040.3433745880338 1050.0059806517495 1038.9077736392894 1032.8968726668245 1032.7765381133372 1036.7547780918087 1040.9570391681893
574.0479992341996 1041.5316610953892 1047.1626599341282 1046.0560921756808 1029.6914916266603 1029.7040599851512 1033.3547728862989 1038.8107861231954
574.3719992351532 1040.2065894938546 1045.434967821918 1044.855771538931 1028.6274940299263 1028.6143415323788 1031.669281510805 1033.350848835352
574.6959992361069 1041.4326025160415 1046.6905902853905 1047.3581288004639 1030.4140521398647 1030.3498985525314 1033.068670391996 1035.8857261489536
575.0199992370606 1040.046219272214 1045.7414743363486 1049.1224841125297 1030.6383322031297 1030.1697060328372 1032.5146481230804 1030.1527487658707
575.3439992380142 1043.0439699778983 1045.1727515832206 1056.6125942875715 1030.6340396287358 1030.855727637191 1032.353698242325 1033.6476303158813
575.6679992389679 1048.111352679035 1049.1972799679595 1064.0546187025857 1035.100410770905 1035.4438620999722 1036.4600195074786 1034.679244009241
575.9919992399216 1047.5668088043337 1047.7501776583736 1066.0260309684559 1033.9778323449677 1033.9817804318088 1035.3244265638134 1033.9405892677646
576.3159992408753 1050.4971879524214 1049.369840646461 1070.8837796854416 1035.8201661538799 1036.1588018857558 1036.6564597126476 1036.5360369340808
576.639999241829 1048.5346430970526 1046.9754121505305 1068.2796444743312 1032.8622703755302 1033.5537961649377 1033.9727442080778 1033.844916970309
576.9639992427826 1052.7587088980017 1048.0179730114721 1075.9766631656303 1033.9453898575782 1035.182577021042 1034.8662637740294 1036.6111913266952
577.2879992437363 1053.7699607164404 1051.128908523108 1073.0718875226767 1036.5686443467541 1038.3907784011767 1037.468868947809 1041.4737985776599
577.61199924469 1051.2681889993587 1048.2115734178121 1070.160302738905 1033.1730550822645 1034.2740287870388 1034.13538685275 1037.2626294636157
577.9359992456436 1051.9421273683909 1048.0779912029018 1074.7615163635696 1033.7097756211501 1035.47260298859 1034.2781623024516 1036.505694234604
