eV Hm1 Hr1 Hm2 Hr2 Hm3 Hr3 Hm4 Hr4 Hm5 Hr5
494.3203901019624 0.0006974935531616211 0.011452104896306992 0.037939850240945816 0.03497214615345001 0.04993682727217674 0.06036657094955444 -0.003951463382691145 -0.003283447353169322 -0.03429310768842697 -0.036355193704366684
494.64401468306096 0.0006787889287807047 0.01149557065218687 0.03847242519259453 0.03533051908016205 0.052823781967163086 0.06343337893486023 -0.007187483832240105 8.058567618718371e-05 -0.044433776289224625 -0.050358790904283524
494.9676392641595 0.00046075560385361314 0.011338986456394196 0.03872467204928398 0.03588201105594635 0.05281528830528259 0.06478045135736465 -0.0019883792847394943 -0.0064872270449995995 -0.05389256775379181 -0.05002998933196068
495.2912638452581 0.0006050165975466371 0.01143843773752451 0.037894655019044876 0.035406287759542465 0.05246320739388466 0.06426344066858292 -0.006227222271263599 0.0012215912574902177 -0.04591614007949829 -0.04937922954559326
495.61488842635663 0.0005499105900526047 0.011564510874450207 0.03796468302607536 0.035819146782159805 0.053751006722450256 0.06673687696456909 -0.002453230321407318 -0.004342296626418829 -0.0511239692568779 -0.06430510431528091
495.9385130074552 0.0006819737027399242 0.011574343778192997 0.037050761282444 0.034626830369234085 0.052956026047468185 0.06670897454023361 0.0039232103154063225 -0.010742593556642532 -0.05604372173547745 -0.07245416939258575
496.26213758855374 0.0003839773125946522 0.011250007897615433 0.03731432184576988 0.03529129549860954 0.054594092071056366 0.06820764392614365 0.0011344484519213438 -0.00836279708892107 -0.05560371279716492 -0.06842418015003204
496.5857621696523 0.00081184710143134 0.011865687556564808 0.03763343021273613 0.03489815816283226 0.053963612765073776 0.06751544773578644 0.004342454019933939 -0.01276159007102251 -0.061692919582128525 -0.057272955775260925
496.90938675075085 0.0002809824945870787 0.010983928106725216 0.03762016072869301 0.03516790270805359 0.05439434573054314 0.06768272817134857 0.0027716918848454952 -0.011684980243444443 -0.06715233623981476 -0.06632969528436661
497.2330113318494 0.00015819141117390245 0.010788564570248127 0.03766736760735512 0.03541490435600281 0.05344334989786148 0.06625520437955856 0.00023120062542147934 -0.008432158268988132 -0.057775963097810745 -0.06926044076681137
497.55663591294797 0.0007733117090538144 0.011635446920990944 0.037057116627693176 0.03452439606189728 0.05306727811694145 0.06568826735019684 -0.001049992861226201 -0.0069341035559773445 -0.049953676760196686 -0.07266699522733688
497.8802604940465 0.0001198451645905152 0.01075014192610979 0.0374983474612236 0.03571182116866112 0.05315914750099182 0.06552765518426895 -0.0053990851156413555 -0.0016552412416785955 -0.0469970665872097 -0.07227576524019241
498.2038850751451 0.0005327936378307641 0.011629847809672356 0.03792552649974823 0.03609807789325714 0.054392214864492416 0.06775586307048798 -0.004300783853977919 -0.003054354339838028 -0.048653580248355865 -0.07165246456861496
498.52750965624364 0.0006169994594529271 0.011560965329408646 0.03754197433590889 0.03543784096837044 0.05464951694011688 0.067389115691185 -0.004346847999840975 -0.0011533360229805112 -0.056659165769815445 -0.07384700328111649
498.8511342373422 0.0003836822579614818 0.011132135055959225 0.036885421723127365 0.03516055643558502 0.054800573736429214 0.06740925461053848 -0.005541844759136438 0.0030021769925951958 -0.04057984799146652 -0.06101136654615402
499.17475881844075 0.0004733210662379861 0.011176655068993568 0.03657820075750351 0.03517008200287819 0.05160722881555557 0.06418157368898392 -0.006637323182076216 0.0005585901672020555 -0.050794970244169235 -0.07308470457792282
499.4983833995393 0.0011910231551155448 0.012171115726232529 0.035858090966939926 0.0338694266974926 0.05141029134392738 0.06437334418296814 -0.003662284929305315 -0.00037641925155185163 -0.04774298518896103 -0.06774511933326721
499.82200798063786 0.0007590589229948819 0.011624074541032314 0.036697328090667725 0.03490027040243149 0.051992300897836685 0.06463031470775604 -0.005904863588511944 0.0002690541441552341 -0.05308358371257782 -0.06767798960208893
500.1456325617364 0.0010516730835661292 0.012070347554981709 0.03622196242213249 0.03435949236154556 0.053147971630096436 0.066185861825943 -0.007549818139523268 0.002938059624284506 -0.050337404012680054 -0.07011330127716064
500.469257142835 0.0004924474633298814 0.011192657984793186 0.036406464874744415 0.035153407603502274 0.05089632421731949 0.06408492475748062 -0.0068895695731043816 -0.0005876150098629296 -0.05451710894703865 -0.07191188633441925
500.79288172393353 0.0005756942555308342 0.011257583275437355 0.03592431917786598 0.03437891975045204 0.05359407886862755 0.06720572710037231 -0.004143367521464825 -0.0026780294720083475 -0.05744458734989166 -0.06970564275979996
