GT NN eV BPFA SSS ITKrMM FS3D wKSVD
1063.0 1111.3026947799738 554.9319991779328 1067.0472038028083 1081.791168852016 1066.3654722161682 1070.8498073276394 1064.616005905172
999.0 1113.1307943127147 555.2559991788864 1072.1787884965615 1085.6662997233211 1071.714874359787 1076.156523343886 1069.9017724293428
1056.0 1116.6756875306985 555.5799991798401 1073.2664617613893 1087.6969525087497 1072.9530255387278 1077.3470675350072 1070.965894584717
1037.0 1120.1212009578228 555.9039991807938 1074.7932258824542 1092.1598768179115 1075.5487815309687 1079.8938308096824 1073.0188102030586
1109.0 1119.485227999839 556.2279991817475 1076.4428313690846 1093.7137637489207 1077.0715299456115 1081.9932226589738 1074.9283309180314
1146.0 1120.8208128013857 556.5519991827011 1078.043070162666 1095.1848737207636 1079.3092693465112 1083.7606199932015 1076.6382031425283
1050.0 1126.8615111293716 556.8759991836548 1081.7703673687913 1098.5558745265298 1083.4673561832042 1087.1597675978364 1080.2061364246895
1029.0 1131.541573899718 557.1999991846085 1083.6691241098022 1101.0539647583455 1085.443944495315 1088.813380625826 1081.8935689138189
1058.0 1130.2881781171398 557.5239991855622 1084.1257631211054 1100.8655963701453 1085.4282589089214 1089.6917282560646 1082.4576198375296
1053.0 1130.9312984782225 557.8479991865158 1084.8941103303202 1100.0348110455698 1085.5405125475882 1089.423827968735 1082.562151376476
1109.0 1132.3535920904196 558.1719991874695 1084.9195506493816 1101.6710385417575 1085.7425173696286 1089.4935931795783 1082.5832319658462
1150.0 1133.0594480244088 558.4959991884232 1085.6532006510074 1103.58777219859 1086.7802461047556 1090.4391073391664 1083.6768916337285
1084.0 1138.6372475380024 558.8199991893769 1084.9348297683716 1105.3515626249025 1086.5472885401246 1089.9437960498215 1083.0653953006463
1076.0 1137.068602677439 559.1439991903305 1084.5020067033465 1104.3808797245376 1085.7840342352745 1089.2987061102679 1082.722156459532
1049.0 1132.7753028466052 559.4679991912842 1081.04656360354 1101.0743415536879 1082.5383765653528 1086.2891323785684 1079.774719759412
1138.0 1129.894568037475 559.7919991922379 1077.1344320537744 1095.9921540895198 1078.0722764330212 1081.7039419063103 1075.3752929964667
1158.0 1128.6900894224616 560.1159991931916 1073.9514068024853 1093.8358074478072 1074.6159823213554 1078.513535806173 1072.453978357979
1081.0 1124.036740977175 560.4399991941452 1071.406883196145 1090.2853992897403 1071.7175442164087 1075.6138151733435 1069.4136089500562
1040.0 1118.3778632154317 560.7639991950989 1069.9389605355336 1087.4291556985256 1070.0668150567749 1074.265665284163 1067.9049175237408
1062.0 1114.7840738930477 561.0879991960526 1067.054647981733 1085.1142511486064 1067.7929953112282 1071.9529836079982 1065.3932345977594
1104.0 1101.8312481449786 561.4119991970063 1064.8262188893943 1079.6861894627123 1064.5421140435424 1070.0554622298089 1063.314303452772
1049.0 1105.1366186413222 561.7359991979599 1066.5696202355607 1080.512646013762 1066.1996831329172 1071.4942092627027 1064.8976935475234
1093.0 1109.237982515541 562.0599991989136 1069.2193719435886 1084.3915237387746 1069.0468598838636 1074.158365040475 1068.0459276960803
1094.0 1108.0037320205747 562.3839991998673 1068.8213862331272 1082.8594730543036 1068.5805457274348 1073.8287037082541 1067.4845723614462
1166.0 1110.2385019796093 562.707999200821 1069.8338329970443 1084.1893924398835 1069.721798636706 1074.8498045940905 1068.4645332080588
1059.0 1110.3466294524546 563.0319992017746 1069.8771864821551 1083.7271705510223 1069.3618468419177 1074.8901454521745 1068.4204857814498
1072.0 1107.5604777888634 563.3559992027283 1068.1401778513384 1082.2462024116203 1067.7791225297622 1072.968797118513 1066.6532226942672
1112.0 1113.9997691502447 563.679999203682 1070.0073815563903 1084.2324045152027 1069.636902563101 1074.4822441282254 1068.3172711599393
1159.0 1116.6809106540863 564.0039992046356 1069.7021191974222 1085.224442133451 1069.1163948904634 1073.8096284107482 1067.9997727177247
1156.0 1112.0166078188033 564.3279992055893 1068.855549782769 1082.6007069697653 1067.5861139259018 1073.1386957879233 1067.0680667181634
1174.0 1114.815833537106 564.651999206543 1070.4512730627443 1084.545809217164 1069.5823868837465 1074.6165359408853 1068.5724421611656
1178.0 1110.4649309924412 564.9759992074967 1067.729148134485 1082.702682207111 1067.862104783406 1072.8727696414612 1066.5411555778342
1110.0 1104.8442867919282 565.2999992084503 1066.7017058564895 1080.8841483002109 1066.8733752564995 1072.4455285164288 1065.901362906274
1115.0 1100.4635802641792 565.623999209404 1065.286823132021 1079.3635173164384 1065.4223790359101 1071.4803790159306 1064.8616891323481
1008.0 1098.4263057796963 565.9479992103577 1066.9312719407483 1079.1734128337723 1066.5443794488235 1072.8165818427528 1066.4315252396739
1052.0 1101.366397681606 566.2719992113114 1065.4812144346088 1080.3655131191485 1065.908744150303 1071.3740514194028 1065.193698003959
963.0 1096.7819220159201 566.595999212265 1064.1490582779008 1077.8273167243433 1064.162224386471 1070.307294819218 1064.0690106114037
1042.0 1097.9291797407793 566.9199992132187 1062.6726590256033 1077.6804603196367 1062.792376132449 1068.6591414615102 1062.3598792530297
1037.0 1090.498276391242 567.2439992141724 1058.420994784755 1073.2451377227187 1058.3486172354 1064.7533514048077 1058.4049326759155
1054.0 1086.3754191515325 567.5679992151261 1054.1201816845821 1069.4510401992789 1053.8576245754757 1060.7710245812357 1054.4226627897472
947.0 1085.165906755937 567.8919992160797 1049.6858390749426 1067.2792627230228 1049.8288369445393 1056.6488419802938 1050.1827808968965
984.0 1078.5266048925396 568.2159992170334 1049.836188751061 1063.9814040707001 1049.0930979443942 1056.4235236296174 1049.976145372105
1035.0 1074.9335505825472 568.5399992179871 1049.319621198532 1061.2398585942224 1048.068363737189 1055.4953317537834 1048.9907403536156
1083.0 1070.0373525524994 568.8639992189408 1048.6448147353283 1059.7716497199845 1047.6785902125048 1055.6010679427798 1048.8620537749553
982.0 1074.3286019271738 569.1879992198944 1049.4200203113303 1061.3955440454877 1048.8360313366497 1056.4248169394953 1049.9262955378188
1034.0 1072.5364851867678 569.5119992208481 1046.737071203943 1058.3283399638715 1045.8415569553592 1053.1575923055748 1046.947626818582
1040.0 1072.1525977275273 569.8359992218018 1043.3922011112834 1057.0216927406743 1042.7954457671033 1050.0316626720241 1043.9723160615254
1056.0 1063.5764759439085 570.1599992227555 1043.331377156277 1054.589810503543 1042.6737661773204 1050.7742529383763 1044.3753146953113
981.0 1055.570061971903 570.4839992237091 1040.8699867280784 1049.2688414229776 1039.3558477597926 1047.9905593941683 1041.5454927002468
1082.0 1049.2542498353546 570.8079992246628 1041.1709330825686 1047.3754221370866 1039.1803236876153 1048.2833482685578 1041.8746303982675
1076.0 1047.5846103234373 571.1319992256165 1038.168225038298 1045.5683282934174 1036.4205167808661 1045.6658432418326 1039.0858230268914
1046.0 1041.9665258904522 571.4559992265702 1037.9724451538298 1043.6541951967574 1035.9510958983653 1045.7580714218745 1039.3851765453576
1090.0 1038.7573807809563 571.7799992275238 1035.5588999696984 1042.2560605967992 1034.1233066114992 1043.7390470685973 1037.1969101049672
1050.0 1036.7317724499962 572.1039992284775 1035.1336233417105 1040.7293704692618 1033.7829575254354 1043.3824251076383 1036.6184696764738
1133.0 1040.7502114178817 572.4279992294312 1036.7751393815608 1042.4105770544727 1035.401776048885 1044.655017438574 1038.1462713339954
1154.0 1038.7343032919343 572.7519992303849 1035.4917146206535 1040.5122992538413 1033.7382146196992 1043.46102817127 1036.903551570312
1066.0 1035.8528143386886 573.0759992313385 1035.2618282568028 1039.1221231240283 1033.023179464423 1042.5825220222782 1036.230461584368
1059.0 1032.6700209272442 573.3999992322922 1034.1118545696318 1038.265857451593 1031.8576767821633 1041.7917339698959 1035.3486210982433
1199.0 1036.1122851664873 573.7239992332459 1035.3151151070524 1039.9245638282916 1034.023947790055 1042.8959536472792 1036.41546426372
1200.0 1041.7558526551359 574.0479992341996 1033.7111189102473 1041.0321671059585 1032.6425111559895 1041.337944872424 1034.740750691075
1094.0 1042.599414646819 574.3719992351532 1029.819137383718 1038.665446121284 1028.9422408464152 1036.9598582334188 1030.409022013029
1065.0 1046.592932427673 574.6959992361069 1033.0216291178006 1041.5982311691894 1032.208435031882 1039.8763064175005 1033.3671943855693
1101.0 1050.4287591574207 575.0199992370606 1031.5038369099902 1040.1043498704694 1030.7932041721504 1037.645947819313 1031.1647434230217
1033.0 1056.4081459897764 575.3439992380142 1033.3695370799405 1043.5926835867472 1032.995623247098 1039.130142631584 1033.0243396684323
949.0 1062.7479900617218 575.6679992389679 1035.727983946513 1046.8916223281285 1035.9516932479353 1041.4942863300053 1035.2876257386993
980.0 1066.5272621534034 575.9919992399216 1036.3349304816309 1047.6791805949042 1036.2013645025227 1041.5096043060778 1035.6029562582132
907.0 1071.0070699280238 576.3159992408753 1037.3492027750895 1050.5745361903164 1037.9197374087428 1042.6701809600238 1036.7233444279418
884.0 1069.2322049546904 576.639999241829 1033.6152290900445 1048.3016543781366 1034.4665389356237 1039.2541021028903 1033.2032128630954
955.0 1073.7242525935794 576.9639992427826 1034.75902570786 1051.4009056935479 1036.2728185886438 1040.5219679099353 1034.3417647500487
1011.0 1070.3174775904497 577.2879992437363 1037.062249761241 1052.473310108741 1039.017387175677 1043.2612487549177 1036.8513522619394
1068.0 1068.0257198055974 577.61199924469 1034.5426462308071 1049.9865419921414 1035.9418197389912 1040.5792156663715 1033.866772386405
1026.0 1074.240817382863 577.9359992456436 1034.9819023269674 1051.1405984562452 1036.934940991185 1040.5119533126967 1034.130554814225
971.0 1076.8632381939778 578.2599992465973 1034.3653216573298 1049.7980314546164 1036.1184719316022 1039.2287343159571 1033.1859024968655
1070.0 1074.4056132419068 578.583999247551 1033.985149673323 1048.4388006128468 1035.4813198608872 1038.7388226987368 1032.8106304282298
1046.0 1078.774479340024 578.9079992485047 1034.261320672349 1049.4767958892533 1035.123111282713 1038.3409646271348 1032.346715214721
1072.0 1067.1954323618452 579.2319992494583 1034.2643853540105 1046.9614513454917 1035.3294655700993 1039.3876305497035 1033.26893347744
1004.0 1063.0657923257795 579.555999250412 1035.550691964063 1044.956364673601 1035.920584702278 1040.2698646611213 1034.2009527066034
1061.0 1063.627733003822 579.8799992513657 1031.4491922982866 1041.9412846563926 1031.696587809853 1036.0512079200307 1029.76414040765
971.0 1062.2406901381046 580.2039992523194 1030.938140483658 1042.3124209453824 1031.5755813862252 1035.779029539018 1029.530064664459
988.0 1057.6637045310406 580.527999253273 1027.5224409385032 1038.2057701423578 1027.8029677804827 1032.3283753640417 1026.1607821928098
1037.0 1064.2067351337766 580.8519992542267 1024.9095803866087 1039.1461245500152 1026.0393863181625 1029.8224387873943 1023.4432845563115
1048.0 1064.5051499446565 581.1759992551804 1022.2798095460752 1036.8063645853033 1023.2230720730067 1026.605008072611 1020.3551253426714
960.0 1058.8316431362432 581.4999992561341 1017.7653786895186 1031.5339244890158 1018.6036226167448 1022.4352453399243 1015.9860556680709
