SNR Mean Sup Low
19.0000000000 0.0000964617 0.0000968294 0.0000960941
21.0000000000 0.0000829103 0.0000835565 0.0000822641
23.0000000000 0.0000736752 0.0000741392 0.0000732112
25.0000000000 0.0000670064 0.0000673893 0.0000666235
27.0000000000 0.0000627092 0.0000628590 0.0000625593
29.0000000000 0.0000593730 0.0000594920 0.0000592539
