SNR Mean Sup Low
19.0000000000 37.9375014830 37.9075288300 37.9676797096
21.0000000000 38.3239116538 38.2988385634 38.3491303394
23.0000000000 38.6748352491 38.6501500203 38.6996615909
25.0000000000 38.9568090301 38.9418268180 38.9718465340
27.0000000000 39.1988638428 39.1882053659 39.2095485421
29.0000000000 39.3619656625 39.3507090711 39.3732552654
