SNR Mean Sup Low
19.0000000000 0.0039885167 0.0068900845 0.0010869490
21.0000000000 0.0015366018 0.0017723822 0.0013008213
23.0000000000 0.0013272545 0.0019691254 0.0006853837
25.0000000000 0.0010503906 0.0013089202 0.0007918611
27.0000000000 0.0016200434 0.0016227074 0.0016173795
29.0000000000 0.0013038972 0.0013054698 0.0013023245
