x   y   c
5.6234132519 0.0017782794 -2.4919387145
5.6234132519 0.0031622777 -2.4919514350
5.6234132519 0.0056234133 -2.4919724277
5.6234132519 0.0100000000 -2.4920057483
5.6234132519 0.0177827941 -2.5074108891
5.6234132519 0.0316227766 -2.5079903923
5.6234132519 0.0562341325 -2.4775893681
5.6234132519 0.1000000000 -2.2567427347
5.6234132519 0.1778279410 -2.4993216724
5.6234132519 0.3162277660 -2.4827715638
5.6234132519 0.5623413252 -2.4682167202
5.6234132519 1.0000000000 -2.3916523614
5.6234132519 1.7782794100 -2.3786279343
5.6234132519 3.1622776602 -2.2310062024
5.6234132519 5.6234132519 -2.0308188676
5.6234132519 10.0000000000 -2.0074897221
5.6234132519 17.7827941004 -1.4592350359
5.6234132519 31.6227766017 -1.0272051191
5.6234132519 56.2341325190 -0.6645665630
5.6234132519 100.0000000000 -0.1220041691
5.6234132519 177.8279410039 -0.0064739240
5.6234132519 316.2277660168 0.0000000000
5.6234132519 562.3413251903 0.0000000000
5.6234132519 1000.0000000000 0.0000000000
10.0000000000 0.0000100000 -2.3558443752
10.0000000000 0.0000177828 -2.3558443659
10.0000000000 0.0000316228 -2.3558443493
10.0000000000 0.0000562341 -2.3558443196
10.0000000000 0.0001000000 -2.3558442663
10.0000000000 0.0001778279 -2.3558441700
10.0000000000 0.0003162278 -2.3558439937
10.0000000000 0.0005623413 -2.3558436644
10.0000000000 0.0010000000 -2.3558430292
10.0000000000 0.0017782794 -2.3558417437
10.0000000000 0.0031622777 -2.3558389729
10.0000000000 0.0056234133 -2.3558325918
10.0000000000 0.0100000000 -2.3558173503
10.0000000000 0.0177827941 -2.2559407445
10.0000000000 0.0316227766 -2.3508809387
10.0000000000 0.0562341325 -2.3608281512
10.0000000000 0.1000000000 -2.3547900330
10.0000000000 0.1778279410 -2.3477112558
10.0000000000 0.3162277660 -2.3478660596
10.0000000000 0.5623413252 -2.3381921969
10.0000000000 1.0000000000 -2.2733902001
10.0000000000 1.7782794100 -2.2762258369
10.0000000000 3.1622776602 -2.1141773872
10.0000000000 5.6234132519 -1.7804170874
10.0000000000 10.0000000000 -1.5513845424
10.0000000000 17.7827941004 -1.2944828857
10.0000000000 31.6227766017 -1.0639007634
10.0000000000 56.2341325190 -0.5999171052
10.0000000000 100.0000000000 -0.1271487953
10.0000000000 177.8279410039 -0.0028483900
10.0000000000 316.2277660168 0.0000000000
10.0000000000 562.3413251903 0.0000000000
10.0000000000 1000.0000000000 0.0000000000
17.7827941004 0.0000100000 -2.1392006582
17.7827941004 0.0000177828 -2.1392008722
17.7827941004 0.0000316228 -2.1392012526
17.7827941004 0.0000562341 -2.1392019291
17.7827941004 0.0001000000 -2.1392031319
17.7827941004 0.0001778279 -2.1392052705
17.7827941004 0.0003162278 -2.1392090719
17.7827941004 0.0005623413 -2.1392158273
17.7827941004 0.0010000000 -2.1392278256
17.7827941004 0.0017782794 -2.1392491140
17.7827941004 0.0031622777 -2.1392868124
17.7827941004 0.0056234133 -2.1393533073
17.7827941004 0.0100000000 -2.1394695703
17.7827941004 0.0177827941 -2.1396684402
17.7827941004 0.0316227766 -2.2058299047
17.7827941004 0.0562341325 -2.2071172402
17.7827941004 0.1000000000 -2.2279705824
17.7827941004 0.1778279410 -2.2227865171
17.7827941004 0.3162277660 -2.2191926343
17.7827941004 0.5623413252 -2.2120660287
17.7827941004 1.0000000000 -2.1974482335
17.7827941004 1.7782794100 -2.1707767165
17.7827941004 3.1622776602 -2.1280660730
17.7827941004 5.6234132519 -1.7405268491
17.7827941004 10.0000000000 -1.7408641726
17.7827941004 17.7827941004 -1.4476583880
17.7827941004 31.6227766017 -1.0736043384
17.7827941004 56.2341325190 -0.6107899066
17.7827941004 100.0000000000 -0.1322170728
17.7827941004 177.8279410039 -0.0011929215
17.7827941004 316.2277660168 0.0000000000
17.7827941004 562.3413251903 0.0000000000
17.7827941004 1000.0000000000 0.0000000000
31.6227766017 0.0000100000 -2.1176239272
31.6227766017 0.0000177828 -2.1176237220
31.6227766017 0.0000316228 -2.1176233572
31.6227766017 0.0000562341 -2.1176227084
31.6227766017 0.0001000000 -2.1176215548
31.6227766017 0.0001778279 -2.1176195036
31.6227766017 0.0003162278 -2.1176158567
31.6227766017 0.0005623413 -2.1176093738
31.6227766017 0.0010000000 -2.1175978525
31.6227766017 0.0017782794 -2.1175773890
31.6227766017 0.0031622777 -2.0486044085
31.6227766017 0.0056234133 -2.0486474566
31.6227766017 0.0100000000 -2.1148239005
31.6227766017 0.0177827941 -2.1007977720
31.6227766017 0.0316227766 -2.0997952579
31.6227766017 0.0562341325 -2.1008950750
31.6227766017 0.1000000000 -2.1219692186
31.6227766017 0.1778279410 -2.1008904991
31.6227766017 0.3162277660 -2.1164679550
31.6227766017 0.5623413252 -2.1109800180
31.6227766017 1.0000000000 -2.0593502407
31.6227766017 1.7782794100 -2.0254238290
31.6227766017 3.1622776602 -2.0522969674
31.6227766017 5.6234132519 -1.9956165860
31.6227766017 10.0000000000 -1.7254994065
31.6227766017 17.7827941004 -1.2868402118
31.6227766017 31.6227766017 -1.3399689501
31.6227766017 56.2341325190 -0.6192155602
31.6227766017 100.0000000000 -0.1359300250
31.6227766017 177.8279410039 -0.0012531059
31.6227766017 316.2277660168 0.0000000000
31.6227766017 562.3413251903 0.0000000000
31.6227766017 1000.0000000000 0.0000000000
56.2341325190 0.0000100000 -2.0342064328
56.2341325190 0.0000177828 -2.0342063465
56.2341325190 0.0000316228 -2.0342061932
56.2341325190 0.0000562341 -2.0342059205
56.2341325190 0.0001000000 -2.0342054356
56.2341325190 0.0001778279 -2.0342045735
56.2341325190 0.0003162278 -2.0342030412
56.2341325190 0.0005623413 -2.0342003183
56.2341325190 0.0010000000 -2.0341954829
56.2341325190 0.0017782794 -2.0341869052
56.2341325190 0.0031622777 -2.0341717189
56.2341325190 0.0056234133 -2.0341449297
56.2341325190 0.0100000000 -2.0346454539
56.2341325190 0.0177827941 -2.0135813046
56.2341325190 0.0316227766 -2.0131973366
56.2341325190 0.0562341325 -2.0158527614
56.2341325190 0.1000000000 -2.0295682719
56.2341325190 0.1778279410 -1.5886658758
56.2341325190 0.3162277660 -2.0158488266
56.2341325190 0.5623413252 -1.8830678911
56.2341325190 1.0000000000 -1.9822244449
56.2341325190 1.7782794100 -2.0018759086
56.2341325190 3.1622776602 -1.6949492694
56.2341325190 5.6234132519 -1.8795482406
56.2341325190 10.0000000000 -1.7099316694
56.2341325190 17.7827941004 -1.2812337075
56.2341325190 31.6227766017 -0.9653056748
56.2341325190 56.2341325190 -0.7313879991
56.2341325190 100.0000000000 -0.1385002427
56.2341325190 177.8279410039 -0.0010603218
56.2341325190 316.2277660168 0.0000000000
56.2341325190 562.3413251903 0.0000000000
56.2341325190 1000.0000000000 0.0000000000
100.0000000000 0.0000100000 -1.9494053696
100.0000000000 0.0000177828 -1.9494051863
100.0000000000 0.0000316228 -1.9494048604
100.0000000000 0.0000562341 -1.9494042807
100.0000000000 0.0001000000 -1.9494032498
100.0000000000 0.0001778279 -1.9494014164
100.0000000000 0.0003162278 -1.9493981555
100.0000000000 0.0005623413 -1.9493923547
100.0000000000 0.0010000000 -1.9493820335
100.0000000000 0.0017782794 -1.9493636612
100.0000000000 0.0031622777 -1.9493309348
100.0000000000 0.0056234133 -1.9492725769
100.0000000000 0.0100000000 -1.9491683528
100.0000000000 0.0177827941 -1.9685240821
100.0000000000 0.0316227766 -1.9685809327
100.0000000000 0.0562341325 -1.9681783949
100.0000000000 0.1000000000 -1.9091603671
100.0000000000 0.1778279410 -1.9604919086
100.0000000000 0.3162277660 -1.9601456931
100.0000000000 0.5623413252 -1.9592134872
100.0000000000 1.0000000000 -1.9233551415
100.0000000000 1.7782794100 -1.9459976192
100.0000000000 3.1622776602 -1.9301393393
100.0000000000 5.6234132519 -1.9081463358
100.0000000000 10.0000000000 -1.8056371472
100.0000000000 17.7827941004 -1.4550562898
100.0000000000 31.6227766017 -1.3531015327
100.0000000000 56.2341325190 -0.6237511850
100.0000000000 100.0000000000 -0.1398154035
100.0000000000 177.8279410039 -0.0003887329
100.0000000000 316.2277660168 0.0000000000
100.0000000000 562.3413251903 0.0000000000
100.0000000000 1000.0000000000 0.0000000000
