x   y   c
10.0000000000 0.0000177828 23.5584436590
10.0000000000 0.0000316228 23.5584434930
10.0000000000 0.0000562341 23.5584431960
10.0000000000 0.0001000000 23.5584426630
10.0000000000 0.0001778279 23.5584417000
10.0000000000 0.0003162278 23.5584399370
10.0000000000 0.0005623413 23.5584366440
10.0000000000 0.0010000000 23.5584302920
10.0000000000 0.0017782794 23.5584174370
10.0000000000 0.0031622777 23.5583897290
10.0000000000 0.0056234133 23.5583259180
10.0000000000 0.0100000000 23.5581735030
10.0000000000 0.0177827941 22.5594074450
10.0000000000 0.0316227766 23.5088093870
10.0000000000 0.0562341325 23.6082815120
10.0000000000 0.1000000000 23.5479003300
10.0000000000 0.1778279410 23.4771125580
10.0000000000 0.3162277660 23.4786605960
10.0000000000 0.5623413252 23.3819219690
10.0000000000 1.0000000000 22.7339020010
10.0000000000 1.7782794100 22.7622583690
10.0000000000 3.1622776602 21.1417738720
10.0000000000 5.6234132519 17.8041708740
10.0000000000 10.0000000000 15.5138454240
10.0000000000 17.7827941004 12.9448288570
10.0000000000 31.6227766017 10.6390076340
10.0000000000 56.2341325190 5.9991710520
10.0000000000 100.0000000000 1.2714879530
10.0000000000 177.8279410039 0.0284839000
10.0000000000 316.2277660168 -0.0000000000
10.0000000000 562.3413251903 -0.0000000000
10.0000000000 1000.0000000000 -0.0000000000
17.7827941004 0.0000100000 21.3920065820
17.7827941004 0.0000177828 21.3920087220
17.7827941004 0.0000316228 21.3920125260
17.7827941004 0.0000562341 21.3920192910
17.7827941004 0.0001000000 21.3920313190
17.7827941004 0.0001778279 21.3920527050
17.7827941004 0.0003162278 21.3920907190
17.7827941004 0.0005623413 21.3921582730
17.7827941004 0.0010000000 21.3922782560
17.7827941004 0.0017782794 21.3924911400
17.7827941004 0.0031622777 21.3928681240
17.7827941004 0.0056234133 21.3935330730
17.7827941004 0.0100000000 21.3946957030
17.7827941004 0.0177827941 21.3966844020
17.7827941004 0.0316227766 22.0582990470
17.7827941004 0.0562341325 22.0711724020
17.7827941004 0.1000000000 22.2797058240
17.7827941004 0.1778279410 22.2278651710
17.7827941004 0.3162277660 22.1919263430
17.7827941004 0.5623413252 22.1206602870
17.7827941004 1.0000000000 21.9744823350
17.7827941004 1.7782794100 21.7077671650
17.7827941004 3.1622776602 21.2806607300
17.7827941004 5.6234132519 17.4052684910
17.7827941004 10.0000000000 17.4086417260
17.7827941004 17.7827941004 14.4765838800
17.7827941004 31.6227766017 10.7360433840
17.7827941004 56.2341325190 6.1078990660
17.7827941004 100.0000000000 1.3221707280
17.7827941004 177.8279410039 0.0119292150
17.7827941004 316.2277660168 -0.0000000000
17.7827941004 562.3413251903 -0.0000000000
17.7827941004 1000.0000000000 -0.0000000000
31.6227766017 0.0000100000 21.1762392720
31.6227766017 0.0000177828 21.1762372200
31.6227766017 0.0000316228 21.1762335720
31.6227766017 0.0000562341 21.1762270840
31.6227766017 0.0001000000 21.1762155480
31.6227766017 0.0001778279 21.1761950360
31.6227766017 0.0003162278 21.1761585670
31.6227766017 0.0005623413 21.1760937380
31.6227766017 0.0010000000 21.1759785250
31.6227766017 0.0017782794 21.1757738900
31.6227766017 0.0031622777 20.4860440850
31.6227766017 0.0056234133 20.4864745660
31.6227766017 0.0100000000 21.1482390050
31.6227766017 0.0177827941 21.0079777200
31.6227766017 0.0316227766 20.9979525790
31.6227766017 0.0562341325 21.0089507500
31.6227766017 0.1000000000 21.2196921860
31.6227766017 0.1778279410 21.0089049910
31.6227766017 0.3162277660 21.1646795500
31.6227766017 0.5623413252 21.1098001800
31.6227766017 1.0000000000 20.5935024070
31.6227766017 1.7782794100 20.2542382900
31.6227766017 3.1622776602 20.5229696740
31.6227766017 5.6234132519 19.9561658600
31.6227766017 10.0000000000 17.2549940650
31.6227766017 17.7827941004 12.8684021180
31.6227766017 31.6227766017 13.3996895010
31.6227766017 56.2341325190 6.1921556020
31.6227766017 100.0000000000 1.3593002500
31.6227766017 177.8279410039 0.0125310590
31.6227766017 316.2277660168 -0.0000000000
31.6227766017 562.3413251903 -0.0000000000
31.6227766017 1000.0000000000 -0.0000000000
56.2341325190 0.0000100000 20.3420643280
56.2341325190 0.0000177828 20.3420634650
56.2341325190 0.0000316228 20.3420619320
56.2341325190 0.0000562341 20.3420592050
56.2341325190 0.0001000000 20.3420543560
56.2341325190 0.0001778279 20.3420457350
56.2341325190 0.0003162278 20.3420304120
56.2341325190 0.0005623413 20.3420031830
56.2341325190 0.0010000000 20.3419548290
56.2341325190 0.0017782794 20.3418690520
56.2341325190 0.0031622777 20.3417171890
56.2341325190 0.0056234133 20.3414492970
56.2341325190 0.0100000000 20.3464545390
56.2341325190 0.0177827941 20.1358130460
56.2341325190 0.0316227766 20.1319733660
56.2341325190 0.0562341325 20.1585276140
56.2341325190 0.1000000000 20.2956827190
56.2341325190 0.1778279410 15.8866587580
56.2341325190 0.3162277660 20.1584882660
56.2341325190 0.5623413252 18.8306789110
56.2341325190 1.0000000000 19.8222444490
56.2341325190 1.7782794100 20.0187590860
56.2341325190 3.1622776602 16.9494926940
56.2341325190 5.6234132519 18.7954824060
56.2341325190 10.0000000000 17.0993166940
56.2341325190 17.7827941004 12.8123370750
56.2341325190 31.6227766017 9.6530567480
56.2341325190 56.2341325190 7.3138799910
56.2341325190 100.0000000000 1.3850024270
56.2341325190 177.8279410039 0.0106032180
56.2341325190 316.2277660168 -0.0000000000
56.2341325190 562.3413251903 -0.0000000000
56.2341325190 1000.0000000000 -0.0000000000
100.0000000000 0.0000100000 19.4940536960
100.0000000000 0.0000177828 19.4940518630
100.0000000000 0.0000316228 19.4940486040
100.0000000000 0.0000562341 19.4940428070
100.0000000000 0.0001000000 19.4940324980
100.0000000000 0.0001778279 19.4940141640
100.0000000000 0.0003162278 19.4939815550
100.0000000000 0.0005623413 19.4939235470
100.0000000000 0.0010000000 19.4938203350
100.0000000000 0.0017782794 19.4936366120
100.0000000000 0.0031622777 19.4933093480
100.0000000000 0.0056234133 19.4927257690
100.0000000000 0.0100000000 19.4916835280
100.0000000000 0.0177827941 19.6852408210
100.0000000000 0.0316227766 19.6858093270
100.0000000000 0.0562341325 19.6817839490
100.0000000000 0.1000000000 19.0916036710
100.0000000000 0.1778279410 19.6049190860
100.0000000000 0.3162277660 19.6014569310
100.0000000000 0.5623413252 19.5921348720
100.0000000000 1.0000000000 19.2335514150
100.0000000000 1.7782794100 19.4599761920
100.0000000000 3.1622776602 19.3013933930
100.0000000000 5.6234132519 19.0814633580
100.0000000000 10.0000000000 18.0563714720
100.0000000000 17.7827941004 14.5505628980
100.0000000000 31.6227766017 13.5310153270
100.0000000000 56.2341325190 6.2375118500
100.0000000000 100.0000000000 1.3981540350
100.0000000000 177.8279410039 0.0038873290
100.0000000000 316.2277660168 -0.0000000000
100.0000000000 562.3413251903 -0.0000000000
100.0000000000 1000.0000000000 -0.0000000000
