eV loc1 loc2 loc3
676.5210292604497 689.0 611.0 655.0
676.8446538415483 655.0 533.0 576.0
677.1682784226468 657.0 529.0 646.0
677.4919030037454 667.0 502.0 602.0
677.815527584844 691.0 515.0 530.0
678.1391521659425 690.0 492.0 484.0
678.4627767470411 693.0 469.0 534.0
678.7864013281396 791.0 547.0 535.0
679.1100259092382 738.0 583.0 487.0
679.4336504903367 678.0 544.0 477.0
679.7572750714353 679.0 541.0 445.0
680.0808996525338 664.0 578.0 599.0
680.4045242336324 705.0 629.0 590.0
680.728148814731 688.0 589.0 597.0
681.0517733958295 654.0 555.0 577.0
681.3753979769281 574.0 536.0 628.0
681.6990225580266 638.0 582.0 526.0
682.0226471391252 662.0 593.0 603.0
682.3462717202237 620.0 558.0 564.0
682.6698963013223 621.0 587.0 640.0
682.9935208824209 588.0 601.0 621.0
683.3171454635194 673.0 540.0 595.0
683.640770044618 632.0 484.0 514.0
683.9643946257165 753.0 552.0 536.0
684.2880192068151 767.0 542.0 598.0
684.6116437879136 724.0 579.0 615.0
684.9352683690122 733.0 555.0 578.0
685.2588929501107 675.0 592.0 575.0
685.5825175312093 676.0 544.0 592.0
685.9061421123079 711.0 558.0 562.0
686.2297666934064 684.0 566.0 605.0
686.553391274505 674.0 574.0 510.0
686.8770158556035 716.0 523.0 535.0
687.2006404367021 691.0 491.0 524.0
687.5242650178006 650.0 514.0 533.0
687.8478895988992 656.0 494.0 537.0
688.1715141799978 648.0 522.0 559.0
688.4951387610963 664.0 475.0 521.0
688.8187633421949 695.0 467.0 599.0
689.1423879232934 772.0 548.0 569.0
689.466012504392 659.0 513.0 581.0
689.7896370854905 703.0 499.0 568.0
690.1132616665891 689.0 505.0 571.0
690.4368862476877 664.0 581.0 570.0
690.7605108287862 692.0 584.0 575.0
691.0841354098848 742.0 549.0 529.0
691.4077599909833 696.0 510.0 570.0
691.7313845720819 702.0 513.0 562.0
692.0550091531804 690.0 543.0 514.0
692.378633734279 681.0 539.0 532.0
692.7022583153775 657.0 550.0 561.0
693.0258828964761 624.0 579.0 562.0
693.3495074775747 613.0 510.0 592.0
693.6731320586732 672.0 534.0 532.0
693.9967566397718 716.0 527.0 566.0
694.3203812208703 705.0 482.0 512.0
694.6440058019689 732.0 528.0 515.0
694.9676303830674 702.0 507.0 514.0
695.291254964166 718.0 550.0 502.0
695.6148795452646 682.0 529.0 461.0
695.9385041263631 615.0 539.0 506.0
696.2621287074617 654.0 538.0 530.0
696.5857532885602 663.0 508.0 504.0
696.9093778696588 588.0 541.0 579.0
697.2330024507573 624.0 507.0 490.0
697.5566270318559 621.0 507.0 551.0
697.8802516129545 654.0 494.0 523.0
698.203876194053 631.0 478.0 541.0
698.5275007751516 604.0 497.0 503.0
698.8511253562501 638.0 498.0 521.0
699.1747499373487 618.0 551.0 505.0
699.4983745184472 604.0 481.0 591.0
699.8219990995458 632.0 560.0 541.0
700.1456236806443 631.0 536.0 497.0
700.4692482617429 638.0 542.0 617.0
700.7928728428415 651.0 610.0 633.0
701.11649742394 618.0 562.0 600.0
701.4401220050386 626.0 522.0 646.0
701.7637465861371 617.0 521.0 581.0
702.0873711672357 610.0 525.0 558.0
702.4109957483342 629.0 587.0 531.0
702.7346203294328 599.0 568.0 573.0
703.0582449105314 638.0 575.0 514.0
703.3818694916299 616.0 520.0 560.0
703.7054940727285 618.0 505.0 525.0
704.029118653827 647.0 522.0 565.0
704.3527432349256 610.0 439.0 533.0
704.6763678160241 656.0 451.0 505.0
704.9999923971227 583.0 439.0 483.0
705.3236169782213 637.0 476.0 418.0
705.6472415593198 721.0 420.0 494.0
705.9708661404184 641.0 491.0 465.0
706.2944907215169 682.0 517.0 493.0
706.6181153026155 706.0 484.0 501.0
706.941739883714 718.0 464.0 512.0
707.2653644648126 613.0 517.0 488.0
707.5889890459111 660.0 533.0 550.0
707.9126136270097 586.0 529.0 549.0
708.2362382081083 637.0 564.0 493.0
708.5598627892068 650.0 496.0 538.0
708.8834873703054 658.0 554.0 465.0
709.2071119514039 655.0 562.0 509.0
709.5307365325025 584.0 541.0 542.0
709.854361113601 641.0 540.0 522.0
710.1779856946996 561.0 549.0 477.0
710.5016102757982 551.0 422.0 475.0
710.8252348568967 546.0 465.0 463.0
711.1488594379953 553.0 442.0 496.0
711.4724840190938 580.0 415.0 422.0
711.7961086001924 528.0 414.0 481.0
712.1197331812909 538.0 497.0 428.0
712.4433577623895 530.0 440.0 525.0
712.766982343488 475.0 456.0 434.0
713.0906069245866 512.0 502.0 487.0
713.4142315056852 582.0 474.0 484.0
713.7378560867837 582.0 504.0 489.0
714.0614806678823 642.0 513.0 502.0
714.3851052489808 681.0 532.0 496.0
714.7087298300794 668.0 535.0 489.0
715.032354411178 740.0 474.0 531.0
715.3559789922765 705.0 500.0 483.0
715.6796035733751 665.0 430.0 509.0
716.0032281544736 640.0 494.0 495.0
716.3268527355722 609.0 513.0 449.0
716.6504773166707 602.0 489.0 478.0
716.9741018977693 587.0 468.0 473.0
717.2977264788678 600.0 514.0 497.0
717.6213510599664 603.0 496.0 556.0
717.944975641065 635.0 568.0 549.0
718.2686002221635 627.0 544.0 515.0
718.5922248032621 630.0 484.0 475.0
718.9158493843606 561.0 500.0 502.0
719.2394739654592 548.0 520.0 494.0
719.5630985465577 592.0 434.0 422.0
719.8867231276563 592.0 513.0 490.0
720.2103477087549 546.0 483.0 500.0
720.5339722898534 644.0 506.0 507.0
720.857596870952 628.0 480.0 497.0
721.1812214520505 640.0 481.0 498.0
721.5048460331491 618.0 452.0 509.0
721.8284706142476 578.0 485.0 429.0
722.1520951953462 581.0 476.0 437.0
722.4757197764447 570.0 489.0 483.0
722.7993443575433 585.0 510.0 521.0
723.1229689386419 525.0 535.0 509.0
723.4465935197404 552.0 489.0 526.0
723.770218100839 613.0 519.0 511.0
724.0938426819375 586.0 454.0 491.0
724.4174672630361 634.0 478.0 514.0
724.7410918441346 601.0 535.0 533.0
725.0647164252332 612.0 497.0 494.0
725.3883410063318 590.0 483.0 491.0
725.7119655874303 547.0 506.0 489.0
726.0355901685289 531.0 489.0 527.0
726.3592147496274 550.0 490.0 506.0
726.682839330726 639.0 429.0 487.0
727.0064639118245 564.0 411.0 479.0
727.3300884929231 611.0 381.0 501.0
727.6537130740217 541.0 444.0 492.0
727.9773376551202 609.0 522.0 491.0
728.3009622362188 516.0 499.0 535.0
728.6245868173173 575.0 497.0 478.0
728.9482113984159 520.0 483.0 510.0
729.2718359795144 565.0 422.0 446.0
729.595460560613 572.0 523.0 406.0
729.9190851417115 548.0 529.0 441.0
730.2427097228101 577.0 462.0 472.0
730.5663343039087 586.0 416.0 510.0
730.8899588850072 566.0 418.0 499.0
731.2135834661058 529.0 410.0 451.0
731.5372080472043 571.0 369.0 568.0
731.8608326283029 513.0 472.0 495.0
732.1844572094014 529.0 432.0 506.0
732.5080817905 497.0 366.0 494.0
732.8317063715986 476.0 369.0 479.0
733.1553309526971 553.0 358.0 422.0
733.4789555337957 596.0 396.0 418.0
733.8025801148942 575.0 431.0 363.0
734.1262046959928 532.0 488.0 455.0
734.4498292770913 582.0 477.0 409.0
734.7734538581899 527.0 483.0 386.0
735.0970784392885 524.0 493.0 397.0
735.420703020387 531.0 362.0 412.0
735.7443276014856 533.0 392.0 386.0
736.0679521825841 551.0 378.0 446.0
736.3915767636827 592.0 395.0 431.0
736.7152013447812 567.0 393.0 452.0
737.0388259258798 546.0 450.0 436.0
737.3624505069783 558.0 431.0 427.0
737.6860750880769 504.0 445.0 445.0
738.0096996691755 562.0 432.0 411.0
738.333324250274 565.0 429.0 463.0
738.6569488313726 587.0 457.0 455.0
738.9805734124711 539.0 487.0 443.0
739.3041979935697 539.0 459.0 472.0
739.6278225746682 521.0 465.0 486.0
739.9514471557668 598.0 416.0 483.0
740.2750717368654 514.0 428.0 443.0
740.5986963179639 537.0 437.0 433.0
740.9223208990625 489.0 467.0 433.0
741.245945480161 549.0 486.0 465.0
741.5695700612596 539.0 476.0 465.0
741.8931946423581 525.0 411.0 459.0
742.2168192234567 560.0 401.0 469.0
742.5404438045553 581.0 400.0 544.0
742.8640683856538 515.0 401.0 538.0
743.1876929667524 553.0 391.0 478.0
743.5113175478509 565.0 421.0 481.0
743.8349421289495 548.0 418.0 458.0
744.158566710048 516.0 372.0 488.0
744.4821912911466 561.0 424.0 440.0
744.8058158722451 502.0 413.0 384.0
745.1294404533437 457.0 523.0 454.0
745.4530650344423 454.0 443.0 420.0
745.7766896155408 507.0 425.0 415.0
746.1003141966394 492.0 480.0 413.0
746.4239387777379 464.0 430.0 379.0
746.7475633588365 466.0 365.0 437.0
747.071187939935 530.0 382.0 455.0
747.3948125210336 564.0 369.0 470.0
747.7184371021322 576.0 360.0 461.0
748.0420616832307 552.0 462.0 452.0
748.3656862643293 569.0 384.0 454.0
748.6893108454278 604.0 404.0 405.0
749.0129354265264 530.0 441.0 442.0
749.3365600076249 507.0 404.0 427.0
749.6601845887235 490.0 370.0 413.0
749.983809169822 508.0 461.0 445.0
750.3074337509206 488.0 446.0 398.0
750.6310583320192 533.0 421.0 370.0
750.9546829131177 504.0 405.0 374.0
751.2783074942163 573.0 379.0 426.0
751.6019320753148 558.0 342.0 395.0
751.9255566564134 495.0 373.0 451.0
752.249181237512 540.0 360.0 350.0
752.5728058186105 567.0 383.0 428.0
752.8964303997091 543.0 384.0 466.0
753.2200549808076 557.0 444.0 490.0
753.5436795619062 550.0 412.0 483.0
753.8673041430047 525.0 444.0 461.0
754.1909287241033 503.0 432.0 406.0
754.5145533052018 543.0 409.0 412.0
754.8381778863004 512.0 415.0 427.0
755.161802467399 567.0 350.0 380.0
755.4854270484975 549.0 352.0 379.0
755.8090516295961 560.0 386.0 387.0
756.1326762106946 527.0 400.0 383.0
756.4563007917932 540.0 400.0 343.0
756.7799253728917 501.0 389.0 402.0
757.1035499539903 468.0 372.0 373.0
757.4271745350889 480.0 382.0 405.0
757.7507991161874 477.0 388.0 389.0
758.074423697286 435.0 389.0 455.0
758.3980482783845 470.0 418.0 413.0
758.7216728594831 488.0 351.0 366.0
759.0452974405816 508.0 366.0 400.0
759.3689220216802 511.0 359.0 396.0
759.6925466027787 533.0 374.0 379.0
760.0161711838773 534.0 341.0 410.0
760.3397957649759 509.0 364.0 384.0
760.6634203460744 530.0 410.0 372.0
760.987044927173 530.0 367.0 349.0
761.3106695082715 550.0 369.0 356.0
761.6342940893701 566.0 399.0 337.0
761.9579186704686 534.0 370.0 383.0
762.2815432515672 496.0 382.0 389.0
762.6051678326658 529.0 387.0 347.0
762.9287924137643 499.0 398.0 333.0
763.2524169948629 517.0 438.0 351.0
763.5760415759614 513.0 370.0 384.0
763.89966615706 497.0 388.0 377.0
764.2232907381585 434.0 362.0 380.0
764.5469153192571 548.0 411.0 379.0
764.8705399003557 506.0 412.0 367.0
765.1941644814542 558.0 415.0 374.0
765.5177890625528 508.0 408.0 401.0
765.8414136436513 468.0 369.0 428.0
766.1650382247499 433.0 397.0 448.0
766.4886628058484 464.0 418.0 424.0
766.812287386947 472.0 382.0 521.0
767.1359119680455 550.0 351.0 453.0
767.4595365491441 490.0 344.0 409.0
767.7831611302427 463.0 305.0 374.0
768.1067857113412 428.0 295.0 384.0
768.4304102924398 487.0 330.0 386.0
768.7540348735383 523.0 339.0 325.0
769.0776594546369 554.0 373.0 351.0
769.4012840357354 533.0 315.0 388.0
769.724908616834 571.0 397.0 397.0
770.0485331979326 518.0 392.0 396.0
770.3721577790311 541.0 391.0 397.0
770.6957823601297 499.0 375.0 431.0
771.0194069412282 535.0 462.0 407.0
771.3430315223268 471.0 394.0 385.0
771.6666561034253 390.0 350.0 355.0
771.9902806845239 418.0 369.0 411.0
772.3139052656225 469.0 364.0 430.0
772.637529846721 486.0 331.0 357.0
772.9611544278196 486.0 372.0 395.0
773.2847790089181 472.0 406.0 437.0
773.6084035900167 535.0 404.0 437.0
773.9320281711152 470.0 400.0 440.0
774.2556527522138 476.0 430.0 378.0
774.5792773333123 480.0 414.0 338.0
774.9029019144109 454.0 426.0 361.0
775.2265264955095 475.0 433.0 353.0
775.550151076608 468.0 432.0 356.0
775.8737756577066 446.0 378.0 346.0
776.1974002388051 441.0 411.0 356.0
776.5210248199037 442.0 356.0 344.0
776.8446494010022 488.0 391.0 374.0
777.1682739821008 486.0 360.0 351.0
777.4918985631994 462.0 368.0 387.0
777.8155231442979 450.0 359.0 396.0
778.1391477253965 419.0 366.0 368.0
778.462772306495 400.0 361.0 340.0
778.7863968875936 436.0 413.0 372.0
779.1100214686921 445.0 410.0 345.0
779.4336460497907 434.0 382.0 379.0
779.7572706308893 508.0 345.0 356.0
780.0808952119878 494.0 305.0 360.0
780.4045197930864 492.0 343.0 362.0
780.7281443741849 527.0 354.0 379.0
781.0517689552835 528.0 327.0 368.0
781.375393536382 449.0 340.0 330.0
781.6990181174806 414.0 344.0 357.0
782.0226426985791 399.0 333.0 337.0
782.3462672796777 393.0 347.0 349.0
782.6698918607763 448.0 395.0 362.0
782.9935164418748 454.0 378.0 328.0
783.3171410229734 426.0 373.0 414.0
783.6407656040719 463.0 390.0 426.0
783.9643901851705 458.0 398.0 398.0
784.288014766269 504.0 430.0 399.0
784.6116393473676 515.0 353.0 382.0
784.9352639284662 517.0 367.0 372.0
785.2588885095647 556.0 365.0 367.0
785.5825130906633 556.0 351.0 388.0
785.9061376717618 565.0 375.0 347.0
786.2297622528604 533.0 418.0 369.0
786.5533868339589 546.0 376.0 319.0
786.8770114150575 604.0 387.0 341.0
787.200635996156 646.0 408.0 364.0
787.5242605772546 758.0 486.0 336.0
787.8478851583532 901.0 463.0 357.0
788.1715097394517 1024.0 509.0 397.0
788.4951343205503 1160.0 525.0 384.0
788.8187589016488 1182.0 590.0 338.0
789.1423834827474 1123.0 631.0 307.0
789.466008063846 1263.0 634.0 316.0
789.7896326449445 1188.0 558.0 323.0
790.1132572260431 1049.0 559.0 354.0
790.4368818071416 939.0 573.0 397.0
790.7605063882402 778.0 554.0 398.0
791.0841309693387 672.0 530.0 375.0
791.4077555504373 591.0 470.0 366.0
791.7313801315358 550.0 380.0 367.0
792.0550047126344 472.0 383.0 415.0
792.378629293733 452.0 341.0 367.0
792.7022538748315 531.0 356.0 381.0
793.0258784559301 498.0 369.0 343.0
793.3495030370286 519.0 390.0 340.0
793.6731276181272 498.0 377.0 352.0
793.9967521992257 460.0 372.0 298.0
794.3203767803243 553.0 357.0 349.0
794.6440013614229 535.0 377.0 343.0
794.9676259425214 460.0 373.0 380.0
795.29125052362 483.0 362.0 347.0
795.6148751047185 480.0 408.0 391.0
795.9384996858171 462.0 392.0 341.0
796.2621242669156 521.0 446.0 337.0
796.5857488480142 484.0 366.0 368.0
796.9093734291127 490.0 364.0 415.0
797.2329980102113 480.0 369.0 405.0
797.5566225913099 456.0 397.0 358.0
797.8802471724084 424.0 335.0 374.0
798.203871753507 434.0 323.0 327.0
798.5274963346055 464.0 314.0 345.0
798.8511209157041 465.0 296.0 344.0
799.1747454968026 465.0 369.0 387.0
799.4983700779012 421.0 347.0 369.0
799.8219946589998 426.0 329.0 355.0
800.1456192400983 473.0 352.0 316.0
800.4692438211969 446.0 341.0 331.0
800.7928684022954 453.0 337.0 324.0
801.116492983394 440.0 326.0 376.0
801.4401175644925 405.0 338.0 383.0
801.7637421455911 452.0 382.0 357.0
802.0873667266897 494.0 365.0 328.0
802.4109913077882 464.0 344.0 306.0
802.7346158888868 498.0 402.0 329.0
803.0582404699853 602.0 446.0 372.0
803.3818650510839 665.0 455.0 348.0
803.7054896321824 758.0 474.0 379.0
804.029114213281 875.0 411.0 396.0
804.3527387943795 942.0 539.0 389.0
804.6763633754781 1125.0 540.0 440.0
804.9999879565767 1263.0 563.0 465.0
805.3236125376752 1234.0 568.0 408.0
805.6472371187738 1356.0 596.0 415.0
805.9708616998723 1215.0 673.0 445.0
806.2944862809709 1244.0 634.0 460.0
806.6181108620694 1126.0 624.0 479.0
806.941735443168 1005.0 620.0 473.0
807.2653600242666 812.0 534.0 532.0
807.5889846053651 883.0 569.0 560.0
807.9126091864637 717.0 550.0 565.0
808.2362337675622 709.0 507.0 532.0
808.5598583486608 645.0 510.0 554.0
808.8834829297593 700.0 439.0 589.0
809.2071075108579 625.0 449.0 573.0
809.5307320919565 562.0 401.0 569.0
809.854356673055 587.0 449.0 509.0
810.1779812541536 574.0 451.0 518.0
810.5016058352521 533.0 402.0 516.0
810.8252304163507 564.0 394.0 433.0
811.1488549974492 498.0 412.0 504.0
811.4724795785478 578.0 407.0 471.0
811.7961041596463 509.0 431.0 442.0
812.1197287407449 519.0 414.0 444.0
812.4433533218435 549.0 388.0 405.0
812.766977902942 580.0 385.0 398.0
813.0906024840406 633.0 406.0 363.0
813.4142270651391 532.0 435.0 400.0
813.7378516462377 556.0 382.0 426.0
814.0614762273362 578.0 431.0 366.0
814.3851008084348 541.0 379.0 432.0
814.7087253895334 547.0 356.0 331.0
815.0323499706319 502.0 378.0 365.0
815.3559745517305 487.0 363.0 355.0
815.679599132829 552.0 416.0 287.0
816.0032237139276 525.0 424.0 297.0
816.3268482950261 624.0 353.0 289.0
816.6504728761247 633.0 405.0 287.0
816.9740974572233 567.0 400.0 276.0
817.2977220383218 621.0 409.0 296.0
817.6213466194204 562.0 424.0 294.0
817.9449712005189 578.0 401.0 325.0
818.2685957816175 520.0 359.0 336.0
818.592220362716 548.0 362.0 353.0
818.9158449438146 592.0 403.0 345.0
819.2394695249131 524.0 422.0 328.0
819.5630941060117 602.0 362.0 306.0
819.8867186871103 560.0 434.0 330.0
820.2103432682088 504.0 407.0 339.0
820.5339678493074 621.0 452.0 356.0
820.8575924304059 552.0 416.0 356.0
821.1812170115045 589.0 337.0 371.0
821.504841592603 511.0 342.0 359.0
821.8284661737016 506.0 317.0 350.0
822.1520907548002 517.0 395.0 444.0
822.4757153358987 501.0 381.0 348.0
822.7993399169973 500.0 363.0 338.0
823.1229644980958 474.0 341.0 347.0
823.4465890791944 541.0 307.0 409.0
823.7702136602929 501.0 317.0 414.0
824.0938382413915 500.0 312.0 405.0
824.41746282249 495.0 370.0 374.0
824.7410874035886 491.0 292.0 405.0
825.0647119846872 503.0 328.0 426.0
825.3883365657857 493.0 341.0 448.0
825.7119611468843 464.0 360.0 386.0
826.0355857279828 513.0 350.0 420.0
826.3592103090814 508.0 340.0 403.0
826.68283489018 578.0 337.0 421.0
827.0064594712785 527.0 386.0 392.0
827.3300840523771 517.0 356.0 410.0
827.6537086334756 541.0 326.0 425.0
827.9773332145742 548.0 333.0 411.0
828.3009577956727 510.0 349.0 364.0
828.6245823767713 498.0 405.0 384.0
828.9482069578698 530.0 375.0 383.0
829.2718315389684 536.0 381.0 369.0
829.595456120067 544.0 352.0 346.0
829.9190807011655 503.0 419.0 382.0
830.2427052822641 500.0 382.0 326.0
830.5663298633626 516.0 412.0 379.0
830.8899544444612 534.0 406.0 393.0
831.2135790255597 503.0 412.0 440.0
831.5372036066583 463.0 367.0 389.0
831.8608281877569 498.0 353.0 430.0
832.1844527688554 524.0 355.0 401.0
832.508077349954 518.0 378.0 401.0
832.8317019310525 487.0 334.0 376.0
833.1553265121511 465.0 328.0 381.0
833.4789510932496 538.0 308.0 370.0
833.8025756743482 533.0 347.0 400.0
834.1262002554467 593.0 358.0 392.0
834.4498248365453 498.0 368.0 390.0
834.7734494176439 557.0 346.0 410.0
835.0970739987424 592.0 385.0 447.0
835.420698579841 511.0 415.0 358.0
835.7443231609395 546.0 401.0 440.0
836.0679477420381 460.0 349.0 405.0
836.3915723231366 507.0 364.0 453.0
836.7151969042352 455.0 393.0 397.0
837.0388214853338 485.0 364.0 371.0
837.3624460664323 440.0 374.0 414.0
837.6860706475309 513.0 344.0 444.0
838.0096952286294 533.0 411.0 429.0
838.333319809728 502.0 356.0 431.0
838.6569443908265 524.0 383.0 447.0
838.9805689719251 499.0 376.0 399.0
839.3041935530237 530.0 362.0 388.0
839.6278181341222 497.0 366.0 421.0
839.9514427152208 490.0 387.0 360.0
840.2750672963193 507.0 368.0 383.0
840.5986918774179 482.0 390.0 382.0
840.9223164585164 461.0 344.0 356.0
841.245941039615 435.0 367.0 397.0
841.5695656207135 462.0 374.0 401.0
841.8931902018121 454.0 382.0 406.0
842.2168147829107 464.0 373.0 372.0
842.5404393640092 437.0 357.0 344.0
842.8640639451078 444.0 399.0 344.0
843.1876885262063 374.0 367.0 371.0
843.5113131073049 481.0 406.0 350.0
843.8349376884034 506.0 350.0 400.0
844.158562269502 502.0 358.0 336.0
844.4821868506006 482.0 345.0 369.0
844.8058114316991 460.0 306.0 337.0
845.1294360127977 448.0 360.0 350.0
845.4530605938962 463.0 341.0 424.0
845.7766851749948 530.0 369.0 353.0
846.1003097560933 448.0 364.0 389.0
846.4239343371919 434.0 344.0 397.0
846.7475589182905 501.0 343.0 422.0
847.071183499389 435.0 348.0 411.0
847.3948080804876 498.0 343.0 445.0
847.7184326615861 493.0 319.0 389.0
848.0420572426847 495.0 306.0 460.0
848.3656818237832 519.0 308.0 471.0
848.6893064048818 450.0 323.0 447.0
849.0129309859803 489.0 338.0 396.0
849.3365555670789 402.0 342.0 411.0
849.6601801481775 410.0 366.0 353.0
849.983804729276 478.0 384.0 369.0
850.3074293103746 439.0 376.0 366.0
850.6310538914731 427.0 401.0 392.0
850.9546784725717 445.0 381.0 440.0
851.2783030536702 474.0 367.0 443.0
851.6019276347688 460.0 361.0 394.0
851.9255522158674 417.0 397.0 450.0
852.2491767969659 436.0 330.0 444.0
852.5728013780645 445.0 349.0 451.0
852.896425959163 418.0 367.0 397.0
853.2200505402616 427.0 355.0 373.0
853.5436751213601 435.0 289.0 357.0
853.8672997024587 401.0 364.0 360.0
854.1909242835573 474.0 357.0 444.0
854.5145488646558 459.0 329.0 394.0
854.8381734457544 380.0 304.0 402.0
855.1617980268529 427.0 308.0 436.0
855.4854226079515 408.0 316.0 440.0
855.80904718905 388.0 368.0 453.0
856.1326717701486 481.0 373.0 422.0
856.4562963512471 522.0 360.0 424.0
856.7799209323457 463.0 332.0 449.0
857.1035455134443 463.0 345.0 434.0
857.4271700945428 385.0 325.0 427.0
857.7507946756414 406.0 311.0 421.0
858.0744192567399 420.0 275.0 392.0
858.3980438378385 467.0 364.0 354.0
858.721668418937 428.0 301.0 417.0
859.0452930000356 441.0 337.0 390.0
859.3689175811342 452.0 304.0 353.0
859.6925421622327 445.0 312.0 367.0
860.0161667433313 447.0 281.0 419.0
860.3397913244298 464.0 322.0 434.0
860.6634159055284 435.0 253.0 423.0
860.9870404866269 411.0 309.0 382.0
861.3106650677255 416.0 339.0 394.0
861.634289648824 425.0 343.0 383.0
861.9579142299226 425.0 329.0 350.0
862.2815388110212 375.0 331.0 405.0
862.6051633921197 442.0 300.0 388.0
862.9287879732183 487.0 315.0 382.0
863.2524125543168 518.0 322.0 389.0
863.5760371354154 468.0 310.0 328.0
863.899661716514 463.0 372.0 336.0
864.2232862976125 482.0 289.0 363.0
864.5469108787111 481.0 321.0 340.0
864.8705354598096 513.0 307.0 306.0
865.1941600409082 471.0 316.0 327.0
865.5177846220067 449.0 332.0 372.0
865.8414092031053 497.0 307.0 358.0
866.1650337842038 459.0 331.0 421.0
866.4886583653024 478.0 323.0 391.0
866.812282946401 505.0 344.0 348.0
867.1359075274995 448.0 268.0 393.0
867.4595321085981 463.0 292.0 374.0
867.7831566896966 468.0 252.0 363.0
868.1067812707952 522.0 334.0 320.0
868.4304058518937 443.0 303.0 391.0
868.7540304329923 418.0 304.0 356.0
869.0776550140909 425.0 320.0 424.0
869.4012795951894 462.0 287.0 393.0
869.724904176288 452.0 267.0 399.0
870.0485287573865 482.0 267.0 371.0
870.3721533384851 416.0 282.0 392.0
870.6957779195836 457.0 293.0 381.0
871.0194025006822 410.0 234.0 329.0
871.3430270817807 436.0 281.0 348.0
871.6666516628793 441.0 274.0 356.0
871.9902762439779 473.0 256.0 389.0
872.3139008250764 451.0 288.0 412.0
872.637525406175 401.0 291.0 397.0
872.9611499872735 421.0 303.0 384.0
873.2847745683721 427.0 274.0 395.0
873.6083991494706 461.0 285.0 363.0
873.9320237305692 438.0 302.0 342.0
874.2556483116678 377.0 325.0 352.0
874.5792728927663 425.0 287.0 318.0
874.9028974738649 390.0 309.0 386.0
875.2265220549634 380.0 296.0 389.0
875.550146636062 414.0 301.0 393.0
875.8737712171605 439.0 333.0 369.0
876.1973957982591 473.0 381.0 378.0
876.5210203793577 467.0 388.0 352.0
876.8446449604562 456.0 372.0 350.0
877.1682695415548 419.0 362.0 361.0
877.4918941226533 383.0 295.0 396.0
877.8155187037519 434.0 305.0 429.0
878.1391432848504 434.0 321.0 424.0
878.462767865949 369.0 273.0 403.0
878.7863924470475 386.0 268.0 405.0
879.1100170281461 401.0 301.0 366.0
879.4336416092447 361.0 281.0 420.0
879.7572661903432 413.0 259.0 357.0
880.0808907714418 434.0 280.0 386.0
880.4045153525403 392.0 275.0 367.0
880.7281399336389 364.0 256.0 395.0
881.0517645147374 415.0 334.0 396.0
881.375389095836 429.0 315.0 354.0
881.6990136769346 421.0 280.0 372.0
882.0226382580331 403.0 295.0 330.0
882.3462628391317 372.0 315.0 336.0
882.6698874202302 416.0 328.0 381.0
882.9935120013288 419.0 304.0 352.0
883.3171365824273 402.0 342.0 383.0
883.6407611635259 402.0 310.0 359.0
883.9643857446245 385.0 303.0 306.0
884.288010325723 379.0 306.0 299.0
884.6116349068216 434.0 306.0 315.0
884.9352594879201 394.0 340.0 291.0
885.2588840690187 383.0 328.0 310.0
885.5825086501172 400.0 333.0 373.0
885.9061332312158 366.0 284.0 360.0
886.2297578123143 416.0 274.0 345.0
886.5533823934129 411.0 308.0 392.0
886.8770069745115 408.0 306.0 357.0
887.20063155561 411.0 302.0 390.0
887.5242561367086 400.0 265.0 331.0
887.8478807178071 390.0 326.0 329.0
888.1715052989057 374.0 313.0 325.0
888.4951298800042 392.0 321.0 306.0
888.8187544611028 366.0 289.0 338.0
889.1423790422014 374.0 290.0 340.0
889.4660036232999 444.0 287.0 384.0
889.7896282043985 406.0 303.0 351.0
890.113252785497 392.0 261.0 390.0
890.4368773665956 436.0 280.0 340.0
890.7605019476941 423.0 304.0 383.0
891.0841265287927 400.0 289.0 379.0
891.4077511098913 399.0 290.0 383.0
891.7313756909898 421.0 290.0 357.0
892.0550002720884 387.0 243.0 369.0
892.3786248531869 401.0 298.0 362.0
892.7022494342855 403.0 330.0 328.0
893.025874015384 378.0 296.0 302.0
893.3494985964826 365.0 318.0 313.0
893.6731231775811 402.0 288.0 315.0
893.9967477586797 419.0 289.0 283.0
894.3203723397783 398.0 281.0 315.0
894.6439969208768 381.0 251.0 319.0
894.9676215019754 369.0 235.0 325.0
895.2912460830739 402.0 216.0 326.0
895.6148706641725 406.0 234.0 323.0
895.938495245271 366.0 235.0 310.0
896.2621198263696 452.0 253.0 337.0
896.5857444074682 369.0 252.0 362.0
896.9093689885667 365.0 263.0 297.0
897.2329935696653 408.0 266.0 316.0
897.5566181507638 340.0 268.0 332.0
897.8802427318624 416.0 307.0 307.0
898.2038673129609 408.0 268.0 321.0
898.5274918940595 351.0 260.0 365.0
898.851116475158 350.0 298.0 355.0
899.1747410562566 348.0 235.0 372.0
899.4983656373552 388.0 257.0 359.0
899.8219902184537 360.0 290.0 408.0
900.1456147995523 380.0 317.0 367.0
900.4692393806508 370.0 300.0 324.0
900.7928639617494 351.0 323.0 349.0
901.116488542848 342.0 279.0 309.0
901.4401131239465 350.0 267.0 314.0
901.7637377050451 308.0 265.0 321.0
902.0873622861436 327.0 312.0 379.0
902.4109868672422 344.0 300.0 358.0
902.7346114483407 315.0 283.0 342.0
903.0582360294393 351.0 264.0 363.0
903.3818606105378 392.0 251.0 289.0
