eV loc1 loc2 loc3
515.6796124544671 1249.0 1095.0 1065.0
516.0032370355657 1240.0 1069.0 1055.0
516.3268616166642 1290.0 1158.0 1067.0
516.6504861977628 1320.0 1124.0 997.0
516.9741107788614 1345.0 1033.0 1104.0
517.2977353599599 1390.0 1018.0 1134.0
517.6213599410585 1400.0 971.0 1049.0
517.944984522157 1422.0 1050.0 992.0
518.2686091032556 1396.0 1005.0 1089.0
518.5922336843541 1422.0 1174.0 1185.0
518.9158582654527 1361.0 1064.0 1192.0
519.2394828465513 1326.0 1127.0 1207.0
519.5631074276498 1314.0 1061.0 1166.0
519.8867320087484 1285.0 1039.0 1241.0
520.2103565898469 1341.0 991.0 1185.0
520.5339811709455 1216.0 1016.0 1162.0
520.857605752044 1279.0 1095.0 1036.0
521.1812303331426 1209.0 1061.0 1141.0
521.5048549142412 1275.0 1131.0 1166.0
521.8284794953397 1229.0 1114.0 1014.0
522.1521040764383 1193.0 1147.0 1040.0
522.4757286575368 1251.0 1119.0 1072.0
522.7993532386354 1240.0 1045.0 1017.0
523.1229778197339 1333.0 1056.0 1066.0
523.4466024008325 1347.0 1104.0 1170.0
523.770226981931 1328.0 1034.0 1105.0
524.0938515630296 1357.0 1035.0 1090.0
524.4174761441282 1270.0 1056.0 1163.0
524.7411007252267 1187.0 1081.0 1150.0
525.0647253063253 1204.0 1106.0 1164.0
525.3883498874238 1322.0 1034.0 1098.0
525.7119744685224 1282.0 1076.0 1097.0
526.0355990496209 1268.0 1137.0 1122.0
526.3592236307195 1293.0 1124.0 1134.0
526.682848211818 1292.0 1076.0 1032.0
527.0064727929166 1250.0 1055.0 1088.0
527.3300973740152 1314.0 1229.0 1013.0
527.6537219551137 1186.0 1136.0 1036.0
527.9773465362123 1310.0 1112.0 1052.0
528.3009711173108 1351.0 1105.0 1047.0
528.6245956984094 1260.0 1084.0 1077.0
528.948220279508 1268.0 1151.0 1086.0
529.2718448606065 1277.0 1121.0 1058.0
529.5954694417051 1257.0 1179.0 1152.0
529.9190940228036 1216.0 1070.0 1069.0
530.2427186039022 1298.0 1051.0 1132.0
530.5663431850007 1215.0 1017.0 1132.0
530.8899677660993 1211.0 1014.0 1084.0
531.2135923471978 1272.0 991.0 1140.0
531.5372169282964 1249.0 1034.0 1096.0
531.860841509395 1150.0 926.0 1053.0
532.1844660904935 1208.0 1018.0 1137.0
532.5080906715921 1179.0 980.0 1123.0
532.8317152526906 1142.0 1077.0 1116.0
533.1553398337892 1279.0 1094.0 1026.0
533.4789644148877 1336.0 1095.0 1061.0
533.8025889959863 1326.0 1065.0 1002.0
534.1262135770849 1290.0 1143.0 1033.0
534.4498381581834 1444.0 1224.0 999.0
534.773462739282 1283.0 1231.0 1061.0
535.0970873203805 1392.0 1163.0 1114.0
535.4207119014791 1307.0 1116.0 1105.0
535.7443364825776 1186.0 1111.0 1108.0
536.0679610636762 1278.0 1135.0 1030.0
536.3915856447748 1257.0 1099.0 1005.0
536.7152102258733 1241.0 1082.0 1027.0
537.0388348069719 1248.0 1030.0 1046.0
537.3624593880704 1212.0 1054.0 1051.0
537.686083969169 1211.0 1089.0 1072.0
538.0097085502675 1174.0 1119.0 1030.0
538.3333331313661 1203.0 1035.0 1005.0
538.6569577124646 1177.0 1000.0 1065.0
538.9805822935632 1137.0 1011.0 1019.0
539.3042068746618 1234.0 1022.0 1012.0
539.6278314557603 1204.0 1028.0 1106.0
539.9514560368589 1105.0 1076.0 1028.0
540.2750806179574 1232.0 1058.0 1065.0
540.598705199056 1217.0 1077.0 1106.0
540.9223297801545 1146.0 1053.0 1040.0
541.2459543612531 1220.0 1020.0 1086.0
541.5695789423517 1157.0 1029.0 1018.0
541.8932035234502 1238.0 1047.0 1019.0
542.2168281045488 1201.0 941.0 1036.0
542.5404526856473 1236.0 933.0 1134.0
542.8640772667459 1263.0 958.0 1071.0
543.1877018478444 1138.0 1069.0 995.0
543.511326428943 1098.0 996.0 1030.0
543.8349510100416 1289.0 1054.0 975.0
544.1585755911401 1280.0 985.0 960.0
544.4822001722387 1266.0 992.0 937.0
544.8058247533372 1245.0 972.0 1037.0
545.1294493344358 1284.0 1036.0 1010.0
545.4530739155343 1190.0 975.0 1039.0
545.7766984966329 1199.0 940.0 1033.0
546.1003230777314 1253.0 939.0 1095.0
546.42394765883 1248.0 983.0 1015.0
546.7475722399286 1270.0 998.0 1039.0
547.0711968210271 1270.0 937.0 1000.0
547.3948214021257 1308.0 989.0 967.0
547.7184459832242 1337.0 890.0 971.0
548.0420705643228 1168.0 976.0 998.0
548.3656951454213 1232.0 939.0 956.0
548.6893197265199 1162.0 899.0 940.0
549.0129443076185 1237.0 912.0 948.0
549.336568888717 1207.0 956.0 920.0
549.6601934698156 1306.0 890.0 974.0
549.9838180509141 1173.0 873.0 983.0
550.3074426320127 1264.0 913.0 972.0
550.6310672131112 1232.0 993.0 945.0
550.9546917942098 1182.0 982.0 948.0
551.2783163753083 1218.0 932.0 995.0
551.6019409564069 1256.0 1045.0 1059.0
551.9255655375055 1222.0 984.0 990.0
552.249190118604 1175.0 961.0 1025.0
552.5728146997026 1091.0 970.0 926.0
552.8964392808011 1128.0 1032.0 968.0
553.2200638618997 1108.0 978.0 1028.0
553.5436884429982 1211.0 998.0 920.0
553.8673130240968 1192.0 982.0 965.0
554.1909376051954 1209.0 938.0 943.0
554.5145621862939 1207.0 908.0 1011.0
554.8381867673925 1237.0 879.0 961.0
555.161811348491 1186.0 880.0 1010.0
555.4854359295896 1198.0 956.0 968.0
555.8090605106881 1204.0 955.0 963.0
556.1326850917867 1150.0 949.0 993.0
556.4563096728853 1133.0 1068.0 970.0
556.7799342539838 1212.0 1004.0 871.0
557.1035588350824 1234.0 1064.0 861.0
557.4271834161809 1257.0 1059.0 890.0
557.7508079972795 1360.0 983.0 882.0
558.074432578378 1258.0 940.0 861.0
558.3980571594766 1181.0 859.0 868.0
558.7216817405751 1251.0 884.0 935.0
559.0453063216737 1218.0 965.0 980.0
559.3689309027723 1175.0 950.0 987.0
559.6925554838708 1216.0 1001.0 916.0
560.0161800649694 1156.0 931.0 980.0
560.3398046460679 1171.0 908.0 942.0
560.6634292271665 1195.0 899.0 928.0
560.987053808265 1214.0 915.0 921.0
561.3106783893636 1176.0 900.0 910.0
561.6343029704622 1131.0 836.0 944.0
561.9579275515607 1206.0 773.0 821.0
562.2815521326593 1059.0 879.0 920.0
562.6051767137578 1099.0 880.0 859.0
562.9288012948564 1136.0 912.0 880.0
563.2524258759549 1153.0 963.0 814.0
563.5760504570535 1181.0 880.0 835.0
563.899675038152 1155.0 870.0 905.0
564.2232996192506 1124.0 888.0 939.0
564.5469242003492 1132.0 844.0 970.0
564.8705487814477 1100.0 903.0 1038.0
565.1941733625463 1091.0 900.0 1030.0
565.5177979436448 1156.0 934.0 866.0
565.8414225247434 1154.0 948.0 949.0
566.165047105842 1171.0 876.0 871.0
566.4886716869405 1137.0 905.0 895.0
566.8122962680391 1135.0 888.0 955.0
567.1359208491376 1169.0 887.0 872.0
567.4595454302362 1154.0 881.0 883.0
567.7831700113347 1086.0 827.0 968.0
568.1067945924333 1108.0 819.0 919.0
568.4304191735318 1113.0 743.0 985.0
568.7540437546304 1152.0 836.0 822.0
569.077668335729 1054.0 803.0 867.0
569.4012929168275 1012.0 809.0 868.0
569.7249174979261 1143.0 981.0 934.0
570.0485420790246 1110.0 907.0 963.0
570.3721666601232 1102.0 937.0 925.0
570.6957912412217 1128.0 820.0 1031.0
571.0194158223203 1095.0 967.0 1009.0
571.3430404034189 1126.0 929.0 875.0
571.6666649845174 1062.0 913.0 921.0
571.990289565616 1088.0 852.0 961.0
572.3139141467145 1084.0 914.0 936.0
572.6375387278131 1078.0 964.0 998.0
572.9611633089116 1187.0 942.0 1012.0
573.2847878900102 1144.0 915.0 901.0
573.6084124711087 1133.0 836.0 854.0
573.9320370522073 1185.0 847.0 835.0
574.2556616333059 1114.0 779.0 806.0
574.5792862144044 1022.0 850.0 837.0
574.902910795503 1063.0 831.0 879.0
575.2265353766015 1045.0 790.0 868.0
575.5501599577001 1011.0 912.0 928.0
575.8737845387986 1076.0 882.0 979.0
576.1974091198972 1182.0 898.0 913.0
576.5210337009958 1095.0 1000.0 908.0
576.8446582820943 1101.0 985.0 921.0
577.1682828631929 1094.0 927.0 871.0
577.4919074442914 1065.0 889.0 873.0
577.81553202539 1119.0 917.0 799.0
578.1391566064885 1126.0 897.0 802.0
578.4627811875871 1059.0 894.0 802.0
578.7864057686857 1022.0 984.0 857.0
579.1100303497842 1040.0 987.0 904.0
579.4336549308828 1056.0 900.0 834.0
579.7572795119813 1078.0 833.0 751.0
580.0809040930799 1144.0 898.0 862.0
580.4045286741784 1116.0 837.0 928.0
580.728153255277 1044.0 885.0 875.0
581.0517778363755 1125.0 812.0 856.0
581.3754024174741 996.0 862.0 839.0
581.6990269985727 1073.0 790.0 844.0
582.0226515796712 1051.0 811.0 854.0
582.3462761607698 996.0 857.0 867.0
582.6699007418683 1091.0 854.0 822.0
582.9935253229669 1098.0 905.0 900.0
583.3171499040654 1129.0 926.0 945.0
583.640774485164 1019.0 871.0 943.0
583.9643990662626 1033.0 734.0 911.0
584.2880236473611 1079.0 722.0 847.0
584.6116482284597 1065.0 770.0 816.0
584.9352728095582 1092.0 801.0 908.0
585.2588973906568 1040.0 855.0 813.0
585.5825219717553 1009.0 863.0 861.0
585.9061465528539 947.0 877.0 773.0
586.2297711339525 1000.0 823.0 793.0
586.553395715051 884.0 737.0 769.0
586.8770202961496 1004.0 785.0 857.0
587.2006448772481 958.0 755.0 960.0
587.5242694583467 907.0 795.0 911.0
587.8478940394452 1028.0 786.0 889.0
588.1715186205438 996.0 784.0 913.0
588.4951432016423 1015.0 788.0 828.0
588.8187677827409 1040.0 781.0 764.0
589.1423923638395 1100.0 769.0 805.0
589.466016944938 1129.0 825.0 807.0
589.7896415260366 954.0 827.0 801.0
590.1132661071351 967.0 842.0 815.0
590.4368906882337 992.0 820.0 815.0
590.7605152693322 940.0 731.0 782.0
591.0841398504308 925.0 831.0 829.0
591.4077644315294 952.0 769.0 748.0
591.7313890126279 987.0 838.0 708.0
592.0550135937265 1002.0 862.0 790.0
592.378638174825 973.0 802.0 721.0
592.7022627559236 970.0 831.0 750.0
593.0258873370221 971.0 784.0 785.0
593.3495119181207 1005.0 810.0 758.0
593.6731364992193 1009.0 826.0 748.0
593.9967610803178 947.0 817.0 814.0
594.3203856614164 951.0 812.0 825.0
594.6440102425149 894.0 804.0 808.0
594.9676348236135 879.0 783.0 881.0
595.291259404712 879.0 783.0 810.0
595.6148839858106 922.0 827.0 884.0
595.9385085669091 897.0 885.0 912.0
596.2621331480077 945.0 851.0 850.0
596.5857577291063 981.0 871.0 795.0
596.9093823102048 965.0 789.0 832.0
597.2330068913034 919.0 796.0 897.0
597.5566314724019 912.0 813.0 807.0
597.8802560535005 989.0 686.0 912.0
598.203880634599 991.0 691.0 879.0
598.5275052156976 925.0 681.0 864.0
598.8511297967962 921.0 725.0 805.0
599.1747543778947 916.0 787.0 740.0
599.4983789589933 940.0 801.0 717.0
599.8220035400918 1030.0 805.0 775.0
600.1456281211904 982.0 805.0 721.0
600.4692527022889 984.0 841.0 704.0
600.7928772833875 943.0 797.0 725.0
601.116501864486 978.0 796.0 751.0
601.4401264455846 966.0 843.0 780.0
601.7637510266832 1012.0 825.0 752.0
602.0873756077817 1001.0 804.0 690.0
602.4110001888803 979.0 786.0 706.0
602.7346247699788 953.0 775.0 708.0
603.0582493510774 1008.0 751.0 748.0
603.381873932176 931.0 784.0 709.0
603.7054985132745 1048.0 670.0 806.0
604.0291230943731 967.0 726.0 714.0
604.3527476754716 983.0 618.0 785.0
604.6763722565702 913.0 664.0 819.0
604.9999968376687 989.0 736.0 846.0
605.3236214187673 1023.0 700.0 808.0
605.6472459998658 896.0 796.0 852.0
605.9708705809644 915.0 853.0 721.0
606.294495162063 951.0 777.0 721.0
606.6181197431615 990.0 816.0 715.0
606.9417443242601 962.0 779.0 718.0
607.2653689053586 843.0 755.0 720.0
607.5889934864572 876.0 752.0 710.0
607.9126180675557 966.0 768.0 743.0
608.2362426486543 996.0 728.0 749.0
608.5598672297529 910.0 802.0 737.0
608.8834918108514 890.0 801.0 898.0
609.20711639195 876.0 782.0 745.0
609.5307409730485 952.0 793.0 742.0
609.8543655541471 930.0 789.0 745.0
610.1779901352456 892.0 774.0 759.0
610.5016147163442 930.0 791.0 732.0
610.8252392974427 877.0 855.0 683.0
611.1488638785413 853.0 712.0 711.0
611.4724884596399 847.0 710.0 719.0
611.7961130407384 818.0 701.0 731.0
612.119737621837 863.0 712.0 761.0
612.4433622029355 856.0 708.0 647.0
612.7669867840341 897.0 739.0 593.0
613.0906113651326 844.0 774.0 666.0
613.4142359462312 936.0 769.0 719.0
613.7378605273298 909.0 816.0 741.0
614.0614851084283 896.0 712.0 775.0
614.3851096895269 900.0 699.0 720.0
614.7087342706254 853.0 643.0 776.0
615.032358851724 840.0 722.0 738.0
615.3559834328225 857.0 673.0 766.0
615.6796080139211 769.0 710.0 727.0
616.0032325950197 801.0 756.0 755.0
616.3268571761182 877.0 735.0 834.0
616.6504817572168 856.0 804.0 814.0
616.9741063383153 892.0 724.0 817.0
617.2977309194139 930.0 725.0 905.0
617.6213555005124 877.0 670.0 838.0
617.944980081611 896.0 709.0 750.0
618.2686046627095 915.0 710.0 794.0
618.5922292438081 873.0 731.0 693.0
618.9158538249067 827.0 766.0 678.0
619.2394784060052 843.0 716.0 735.0
619.5631029871038 871.0 689.0 716.0
619.8867275682023 865.0 716.0 863.0
620.2103521493009 903.0 725.0 850.0
620.5339767303994 893.0 760.0 737.0
620.857601311498 831.0 760.0 745.0
621.1812258925966 863.0 846.0 688.0
621.5048504736951 789.0 748.0 693.0
621.8284750547937 891.0 643.0 660.0
622.1520996358922 854.0 672.0 697.0
622.4757242169908 876.0 674.0 623.0
622.7993487980893 921.0 761.0 676.0
623.1229733791879 848.0 775.0 744.0
623.4465979602865 859.0 723.0 716.0
623.770222541385 914.0 761.0 747.0
624.0938471224836 804.0 803.0 744.0
624.4174717035821 825.0 713.0 737.0
624.7410962846807 814.0 749.0 790.0
625.0647208657792 795.0 644.0 746.0
625.3883454468778 811.0 662.0 748.0
625.7119700279763 821.0 598.0 741.0
626.0355946090749 818.0 664.0 663.0
626.3592191901735 889.0 678.0 746.0
626.682843771272 890.0 685.0 648.0
627.0064683523706 872.0 762.0 739.0
627.3300929334691 986.0 767.0 700.0
627.6537175145677 946.0 738.0 780.0
627.9773420956662 840.0 743.0 707.0
628.3009666767648 919.0 729.0 699.0
628.6245912578634 850.0 692.0 713.0
628.9482158389619 858.0 675.0 703.0
629.2718404200605 940.0 730.0 710.0
629.595465001159 828.0 701.0 738.0
629.9190895822576 796.0 696.0 790.0
630.2427141633561 819.0 682.0 740.0
630.5663387444547 841.0 637.0 776.0
630.8899633255533 895.0 693.0 707.0
631.2135879066518 857.0 697.0 803.0
631.5372124877504 872.0 723.0 759.0
631.8608370688489 845.0 695.0 676.0
632.1844616499475 875.0 661.0 700.0
632.508086231046 830.0 676.0 770.0
632.8317108121446 912.0 709.0 736.0
633.1553353932431 837.0 651.0 803.0
633.4789599743417 900.0 664.0 809.0
633.8025845554403 822.0 610.0 723.0
634.1262091365388 890.0 607.0 703.0
634.4498337176374 807.0 598.0 704.0
634.7734582987359 866.0 663.0 802.0
635.0970828798345 866.0 631.0 756.0
635.420707460933 888.0 668.0 725.0
635.7443320420316 828.0 704.0 690.0
636.0679566231302 784.0 768.0 702.0
636.3915812042287 795.0 689.0 686.0
636.7152057853273 845.0 676.0 652.0
637.0388303664258 807.0 708.0 661.0
637.3624549475244 743.0 655.0 608.0
637.6860795286229 749.0 676.0 603.0
638.0097041097215 768.0 644.0 700.0
638.33332869082 727.0 584.0 668.0
638.6569532719186 766.0 699.0 670.0
638.9805778530172 783.0 780.0 751.0
639.3042024341157 720.0 744.0 758.0
639.6278270152143 814.0 740.0 732.0
639.9514515963128 801.0 734.0 718.0
640.2750761774114 806.0 650.0 696.0
640.59870075851 738.0 627.0 658.0
640.9223253396085 761.0 662.0 642.0
641.2459499207071 872.0 709.0 695.0
641.5695745018056 884.0 675.0 643.0
641.8931990829042 851.0 684.0 652.0
642.2168236640027 811.0 719.0 666.0
642.5404482451013 787.0 686.0 690.0
642.8640728261998 774.0 646.0 628.0
643.1876974072984 775.0 653.0 633.0
643.511321988397 907.0 699.0 648.0
643.8349465694955 785.0 670.0 617.0
644.1585711505941 849.0 646.0 664.0
644.4821957316926 887.0 636.0 705.0
644.8058203127912 869.0 600.0 647.0
645.1294448938897 936.0 607.0 636.0
645.4530694749883 879.0 673.0 660.0
645.7766940560869 849.0 643.0 667.0
646.1003186371854 767.0 591.0 633.0
646.423943218284 789.0 555.0 674.0
646.7475677993825 746.0 548.0 687.0
647.0711923804811 800.0 580.0 574.0
647.3948169615796 827.0 618.0 571.0
647.7184415426782 855.0 600.0 597.0
648.0420661237767 730.0 642.0 664.0
648.3656907048753 751.0 668.0 660.0
648.6893152859739 699.0 660.0 647.0
649.0129398670724 774.0 626.0 635.0
649.336564448171 778.0 617.0 686.0
649.6601890292695 736.0 613.0 630.0
649.9838136103681 733.0 655.0 713.0
650.3074381914666 710.0 693.0 696.0
650.6310627725652 725.0 656.0 688.0
650.9546873536638 826.0 659.0 638.0
651.2783119347623 914.0 639.0 640.0
651.6019365158609 904.0 658.0 624.0
651.9255610969594 921.0 642.0 625.0
652.249185678058 841.0 612.0 686.0
652.5728102591565 848.0 604.0 586.0
652.8964348402551 783.0 589.0 653.0
653.2200594213537 793.0 516.0 674.0
653.5436840024522 715.0 515.0 696.0
653.8673085835508 710.0 578.0 632.0
654.1909331646493 696.0 590.0 578.0
654.5145577457479 713.0 647.0 678.0
654.8381823268464 740.0 590.0 663.0
655.161806907945 778.0 665.0 621.0
655.4854314890435 788.0 591.0 620.0
655.8090560701421 808.0 609.0 629.0
656.1326806512407 769.0 625.0 631.0
656.4563052323392 737.0 617.0 645.0
656.7799298134378 764.0 658.0 659.0
657.1035543945363 761.0 625.0 610.0
657.4271789756349 773.0 572.0 584.0
657.7508035567334 806.0 590.0 553.0
658.074428137832 720.0 531.0 604.0
658.3980527189306 776.0 550.0 690.0
658.7216773000291 739.0 615.0 668.0
659.0453018811277 676.0 595.0 697.0
659.3689264622262 724.0 622.0 730.0
659.6925510433248 745.0 606.0 695.0
660.0161756244233 712.0 567.0 687.0
660.3398002055219 693.0 553.0 592.0
660.6634247866205 786.0 576.0 569.0
660.987049367719 768.0 653.0 633.0
661.3106739488176 777.0 640.0 665.0
661.6342985299161 722.0 705.0 571.0
661.9579231110147 766.0 643.0 614.0
662.2815476921132 734.0 607.0 631.0
662.6051722732118 828.0 560.0 605.0
662.9287968543103 846.0 569.0 594.0
663.2524214354089 774.0 645.0 636.0
663.5760460165075 799.0 572.0 726.0
663.899670597606 743.0 633.0 708.0
664.2232951787046 756.0 587.0 703.0
664.5469197598031 742.0 628.0 694.0
664.8705443409017 732.0 606.0 720.0
665.1941689220002 727.0 599.0 650.0
665.5177935030988 644.0 612.0 718.0
665.8414180841974 645.0 587.0 645.0
666.1650426652959 689.0 614.0 593.0
666.4886672463945 713.0 636.0 541.0
666.812291827493 679.0 627.0 578.0
667.1359164085916 737.0 541.0 574.0
667.4595409896901 736.0 577.0 613.0
667.7831655707887 690.0 580.0 689.0
668.1067901518873 662.0 580.0 627.0
668.4304147329858 781.0 566.0 610.0
668.7540393140844 818.0 544.0 631.0
669.0776638951829 743.0 589.0 600.0
669.4012884762815 691.0 599.0 690.0
669.72491305738 698.0 582.0 666.0
670.0485376384786 615.0 672.0 591.0
670.3721622195771 659.0 620.0 584.0
670.6957868006757 693.0 612.0 603.0
671.0194113817743 687.0 620.0 653.0
671.3430359628728 670.0 576.0 617.0
671.6666605439714 724.0 529.0 659.0
671.9902851250699 725.0 492.0 650.0
672.3139097061685 762.0 490.0 688.0
672.637534287267 740.0 484.0 628.0
672.9611588683656 715.0 475.0 637.0
673.2847834494642 725.0 510.0 627.0
673.6084080305627 758.0 550.0 623.0
673.9320326116613 677.0 559.0 673.0
674.2556571927598 729.0 619.0 620.0
674.5792817738584 660.0 631.0 601.0
674.9029063549569 677.0 581.0 569.0
675.2265309360555 668.0 649.0 612.0
675.550155517154 586.0 667.0 608.0
675.8737800982526 707.0 575.0 589.0
676.1974046793512 655.0 602.0 621.0
